rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
NYISO,NY,Long Island Power Authority / PSEG Long Island,Federal/State,Battery Storage Rewards Program,DR-BYOD,Residential;SmallC&I,Battery;Solar+Storage,Opt-in,annual performance payment paid through a third-party aggregator; payment terms set by the aggregator,,"Event season May 1-Sep 30; fewer than 10 events per summer; each event a maximum of 4 hours; aggregators notified a day ahead with at least 21 hours notice; enrollment only through an approved aggregator, which remotely discharges the battery; opting out of an event reduces payment",LIPA Tariff for Electric Service - Battery Storage Rewards,Event window May 1-Sep 30 on forecast near-peak days,,,Yes,NY-Sun / NYSERDA Long Island storage incentive; net metering,Active,https://www.psegliny.com/saveenergyandmoney/GreenEnergy/SolarEnergy/EnergyStorageRewards,2026-09-10,Primary
NYISO,NY,Orange & Rockland Utilities Inc (O&R),IOU,Residential Time-of-Use Rate,TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE;Thermostat/AC,Opt-in,three-period seasonal TOU delivery rate,"Jun-Sep: peak 44.651 cents/kWh (12pm-7pm Mon-Fri except holidays), shoulder peak 15.976 cents/kWh (10am-12pm and 7pm-9pm), off-peak 2.876 cents/kWh (9pm-10am). Oct-May: peak 15.976 cents/kWh (10am-9pm Mon-Fri except holidays), off-peak 2.876 cents/kWh. Monthly service charge $29",Minimum 1 year on the rate before switching back to standard service; TOU meter installed by the company; holidays excluded are New Year's Day Memorial Day Independence Day Labor Day Thanksgiving and Christmas; a customer who annually registers a plug-in vehicle is assessed the SC No. 1 customer charge instead of the $29 TOU charge,Residential Time-of-Use (Service Classification No. 1),Jun-Sep peak 12pm-7pm Mon-Fri; shoulder 10am-12pm and 7pm-9pm; off-peak 9pm-10am. Oct-May peak 10am-9pm Mon-Fri; off-peak 9pm-10am,on 44.651c / shoulder 15.976c / off 2.876c per kWh delivery (Jun-Sep); on 15.976c / off 2.876c (Oct-May),,Yes,SmartCharge New York; Value Stack / net metering,Active,https://www.oru.com/en/accounts-billing/your-bill/time-of-use,2026-09-10,Primary
NYISO,NY,Orange & Rockland Utilities Inc (O&R),IOU,SmartCharge New York (EV Charging Rewards),EV-Rate,Residential;SmallC&I,EV/EVSE,Opt-in,$/kWh off-peak charging incentive + monthly summer peak-avoidance credit + enrollment bonus,$0.07/kWh for off-peak charging midnight-8am every day year-round; $35 per month for avoiding charging weekdays 2pm-6pm Jun 1-Sep 30; one-time $25 bonus per vehicle or charging station after 3 months of charging in the O&R service area,Charging data collected automatically from vehicle telematics or a smart charging station; earnings viewable in the SmartCharge app and web dashboard,,Off-peak midnight-8am daily; summer peak weekdays 2pm-6pm Jun-Sep,,,No,Residential Time-of-Use Rate,Active,https://www.oru.com/en/our-energy-future/electric-vehicles/new-york/electric-vehicle-charging-rewards,2026-09-10,Primary
NYISO,NY,Orange & Rockland Utilities Inc (O&R),IOU,Standby Service and Standby Service Rates (Service Classification No. 25),Demand-Charge,SmallC&I;LargeC&I,Battery;Solar+Storage;Generator,Default,contract demand $/kW-month + as-used daily demand charges,,"Applies to sales and delivery of power to customers with on-site generation, including delivery of supply from an ESCO under the Retail Access Program or from NYPA; rate detail is in the Standby Service and Standby Service Rates leaves of the O&R electric tariff; electing a standby rate moves the customer to Value Stack crediting and ends Phase One net metering eligibility",Service Classification No. 25 - Standby Service,,,Electing standby service moves the customer from Phase One net metering to the VDER Value Stack,Yes,Value Stack (VDER); CSRP; DLRP,Active,https://www.oru.com/en/save-money/using-private-generation-energy-sources/private-generation-tariffs,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Time-of-Use Service Class (SC-12),TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE;HeatPump;SpaceHeat,Opt-in,three-period TOU supply price with a flat TOU delivery rate,"TOU delivery rate $30 per month plus $0.07011 per kWh (standard residential SC-1 delivery is $19 per month plus $0.09138 per kWh); supply is billed at peak/mid-peak/off-peak market prices with no markup. West service area 12-month average supply: peak $0.16/kWh, mid-peak $0.11/kWh, off-peak $0.09/kWh vs standard $0.11/kWh","Requires at least 35,000 kWh per year of consumption; 12-month minimum term; smart/interval meter required; peak pricing periods apply only in January February June July August and December (no peak periods in spring or fall)",Service Classification No. 12 (Residential Time-of-Use) - NYSEG PSC No. 120 Electricity,Summer (Jun-Aug) peak weekdays 7am-10am and 6pm-11:30pm; mid-peak and off-peak fill the remaining hours; no peak period Mar-May or Sep-Nov,12-mo avg supply: peak 16c / mid-peak 11c / off-peak 9c per kWh; TOU delivery adder 7.011c per kWh,,Yes,Energy Storage Solutions Program (BYOB); Value Stack / net metering,Active,https://www.nyseg.com/account/understandyourbill/electricpricing/time-of-use-service-rate,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Standby Service (Service Classification No. 11),Demand-Charge,SmallC&I;LargeC&I,Battery;Solar+Storage;Generator,Default,contract demand $/kW-month + as-used daily demand charges,,Applies to customers with on-site generation or storage; NYSEG may exempt up to 250 non-NEM-eligible customers from standby rates under the PSC standby-rate exemption framework; rate detail is in the NYSEG electric tariff leaves and is not published on the customer-facing site,Service Classification No. 11 - Standby Service (NYSEG PSC No. 120 - Electricity),,,,Yes,Value Stack (VDER); CSRP,Active,https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7B6D5D4D48-AC64-4CF9-9C0C-54C67295B62A%7D,2026-09-10,Secondary
NYISO,NY,Rochester Gas & Electric Corp (RG&E),IOU,Standby Delivery Service (Service Classification No. 14),Demand-Charge,SmallC&I;LargeC&I,Battery;Solar+Storage;Generator,Default,contract demand $/kW-month + as-used daily demand charges,,Applies to customers with on-site generation or storage; RG&E may exempt up to 150 non-NEM-eligible customers from standby rates under the PSC standby-rate exemption framework; rate detail is in the RG&E electric tariff leaves and is not published on the customer-facing site,Service Classification No. 14 - Standby Delivery Service (RG&E PSC No. 19 - Electricity),,,,Yes,Value Stack (VDER); CSRP,Active,https://documents.dps.ny.gov/public/Common/ViewDoc.aspx?DocRefId=%7B6D5D4D48-AC64-4CF9-9C0C-54C67295B62A%7D,2026-09-10,Secondary
NYISO,NY,Central Hudson Gas & Electric Corp,IOU,Peak Perks My Thermostat Rewards (Bring Your Own Thermostat),DR-BYOT,Residential,Thermostat/AC,Opt-in,upfront enrollment reward + annual participation reward,$100 enrollment reward per eligible smart thermostat plus a $50 annual reward credited to the account for full summer season participation,"Open to Central Hudson residential customers, with priority in targeted areas with distribution constraints; participants must remain enrolled 12 months or part of the enrollment reward is reversed; during a conservation event the compressor runs about half the time it ran in the hour before the event; two opt-outs allowed per program season",Peak Perks (Central Hudson residential demand response),Summer conservation event hours,,,No,Peak Perks Custom Savings; net metering / Value Stack,Active,https://cenhudpeakperks.com/smart-thermostat/,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Smart Savings Rewards Thermostat Program,DR-BYOT,Residential;SmallC&I,Thermostat/AC,Opt-in,upfront enrollment gift card + end-of-season bill credit,$70 e-gift card on enrollment plus a $20 bill credit at the end of the season for participating in temperature adjustments (requires participating in at least one full event),"Season May 1-Sep 30 on the highest summer demand days, excluding holidays; events typically last 1-4 hours; participation is voluntary and a customer can opt out of any adjustment at the thermostat; requires an eligible connected smart thermostat controlling central air conditioning; 27 eligible models across Nest Honeywell Alarm.com Vivint Sensi ecobee Radio Thermostat and Lux",,Event window May 1-Sep 30 on peak summer days,,,No,Energy Storage Solutions Program (BYOB); Time-of-Use service class,Active,https://www.nyseg.com/smartenergy/rebatesandprograms/smartsavingsrewards,2026-09-10,Primary
NYISO,NY,Rochester Gas & Electric Corp (RG&E),IOU,Smart Savings Rewards Thermostat Program,DR-BYOT,Residential;SmallC&I,Thermostat/AC,Opt-in,upfront enrollment gift card + end-of-season bill credit,$70 e-gift card on enrollment plus a $20 bill credit at the end of the season for participating in temperature adjustments (requires participating in at least one full event),"Season May 1-Sep 30 on the highest summer demand days, excluding holidays; events typically last 1-4 hours; participation is voluntary and a customer can opt out of any adjustment at the thermostat; requires an eligible connected smart thermostat controlling central air conditioning",,Event window May 1-Sep 30 on peak summer days,,,No,Energy Storage Solutions Program (BYOB); Time-of-Use service class (SC-4),Active,https://www.rge.com/smartenergy/rebatesandprograms/smartsavingsrewards,2026-09-10,Primary
NYISO,NY,Rochester Gas & Electric Corp (RG&E),IOU,Time-of-Use Service Class (SC-4),TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE;HeatPump,Opt-in,two-period TOU supply price with a flat delivery charge across all hours,,"Peak hours are Monday-Friday 7am-9pm; all remaining hours are off-peak; customers using 24,750 kWh or less per year are placed on TOU Schedule I and customers above 24,750 kWh per year on TOU Schedule II; the delivery charge is the same in all hours so the TOU differential is in the supply price",Service Classification No. 4 - Residential Time-of-Use (RG&E PSC No. 19 - Electricity),Peak Mon-Fri 7am-9pm; off-peak all remaining hours,,,Yes,Energy Storage Solutions Program (BYOB); Value Stack / net metering,Active,https://www.rge.com/account/understandyourbill/pricing/time-of-use-rates,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Hourly Pricing (Commercial),RTP-Rate,LargeC&I,GeneralLoad;Battery;Generator,Default,hourly energy price indexed to the NYISO day-ahead LBMP,,"Mandatory for customers with billed demand at or above 300 kW in any two months of the qualifying 12-month period (effective Jan 1 2010), including customers with an economic-development incentive or NYPA allocation on or after Jan 1 2007; NYSEG-supplied accounts default to the Variable Price with NYSEG Hourly Day-Ahead Market Pricing Option; price derived from the day-ahead NYISO LBMP for the customer's region (East or West of the NYISO Total East Interface), weighted by service-classification load profile for the calendar month and day type",Hourly Pricing (NYSEG PSC No. 120 - Electricity),Hourly - price varies every hour of every day,Hourly day-ahead NYISO LBMP plus applicable delivery and adjustment charges,,Yes,Commercial System Relief Program (CSRP); Value Stack (VDER),Active,https://www.nyseg.com/smartenergy/understandyourusage/hourlypricingcommercial,2026-09-10,Primary
NYISO,NY,Rochester Gas & Electric Corp (RG&E),IOU,Hourly Pricing (Commercial),RTP-Rate,LargeC&I,GeneralLoad;Battery;Generator,Default,hourly energy price indexed to the NYISO day-ahead LBMP,,"Mandatory hourly pricing applies to larger demand-billed commercial and industrial accounts; price is derived from the day-ahead NYISO Locational Based Marginal Price for the customer's region, weighted by service-classification load profile for the calendar month and day type",Hourly Pricing (RG&E PSC No. 19 - Electricity),Hourly - price varies every hour of every day,Hourly day-ahead NYISO LBMP plus applicable delivery and adjustment charges,,Yes,Commercial System Relief Program (CSRP); Value Stack (VDER),Active,https://www.rge.com/smartenergy/understandyourusage/hourly-pricing,2026-09-10,Primary
NYISO,NY,Orange & Rockland Utilities Inc (O&R),IOU,Hourly Energy Pricing for Businesses,RTP-Rate,LargeC&I,GeneralLoad;Battery;Generator,Default,hourly market-indexed energy price for larger business accounts,,Business customers above the applicable demand threshold have their electric supply priced hourly rather than on a monthly average; O&R also publishes a Real-Time Pricing calculator for customers evaluating the rate,Hourly Energy Pricing / Real-Time Pricing,Hourly - price varies every hour of every day,Hourly market-indexed supply price plus applicable delivery charges,,Yes,CSRP; DLRP; Value Stack (VDER),Active,https://www.oru.com/en/accounts-billing/your-bill/hourly-energy-pricing-for-businesses,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,OptimizEV Residential Managed Charging Program,EV-Rate,Residential,EV/EVSE,Opt-in,one-time enrollment incentive + monthly off-peak charging rewards paid quarterly,$25 one-time enrollment incentive for activating the charger; monthly rewards are earned when 80% or more of total home EV charging occurs off-peak and increase with additional off-peak charging; the per-kWh reward value is not published on the program page,Requires an EV owned or leased by the customer and a Level 2 home charger; off-peak charging window 11:30pm-7:00am EST and 12:30am-8:00am EDT; accumulated monthly rewards are paid quarterly in the month following the quarter end,OptimizEV (residential managed charging),Off-peak charging window 11:30pm-7:00am EST / 12:30am-8:00am EDT,,,No,Time-of-Use service class (SC-12); Smart Savings Rewards,Active,https://www.nyseg.com/documents/40132/72042565/Final+NEVC005+NYSEG+OptimizEV+Residential+EV+MC+Program+FAQs.7.11.23.pdf/faae8ac1-639a-0182-ee20-d243d750ee9c?t=1689097614001,2026-09-10,Primary
NYISO,NY,Rochester Gas & Electric Corp (RG&E),IOU,OptimizEV Residential Managed Charging Program,EV-Rate,Residential,EV/EVSE,Opt-in,one-time enrollment incentive + monthly off-peak charging rewards paid quarterly,$25 one-time enrollment incentive for activating the charger; monthly rewards are earned when 80% or more of total home EV charging occurs off-peak and increase with additional off-peak charging; the per-kWh reward value is not published on the program page,Requires an EV owned or leased by the customer and a Level 2 home charger; accumulated monthly rewards are paid quarterly in the month following the quarter end,OptimizEV (residential managed charging),Overnight off-peak charging window,,,No,Time-of-Use service class (SC-4); Smart Savings Rewards,Active,https://www.rge.com/documents/40137/72049582/Final+REVC005+RGE+OptimizEv+Residential+EV+MC+Program+FAQs.7.11.23.pdf/e45fc4b3-fb1f-d4c8-fe1a-e70873891ce0?t=1689098326178,2026-09-10,Primary
NYISO,NY,Central Hudson Gas & Electric Corp,IOU,Electric Vehicle Whole Home Time of Use Rate,EV-Rate,Residential,EV/EVSE;GeneralLoad;Battery,Opt-in,two-period whole-home TOU rate with first-year bill protection,,"Optional billing method for residential customers who own an electric vehicle; whole-home usage is billed on the TOU rate, not just the charger; approximately 83% of usage must be shifted off-peak to save versus standard rates; first-year bill protection compares annual usage against standard rates and refunds the difference by check if standard would have been cheaper",Electric Vehicle Whole Home Time of Use Rate (Central Hudson PSC No. 15 - Electricity),"On-peak Mon-Fri 2:00pm-7:00pm; all weekends and six major holidays (New Year's Day, Memorial Day, July 4th, Labor Day, Thanksgiving, Christmas) are off-peak",,,Yes,Peak Perks; Value Stack / net metering,Active,https://www.cenhud.com/en/my-energy/my-energy-options/time-of-use-billing/ev-time-of-use-rate/,2026-09-10,Primary
NYISO,NY,Central Hudson Gas & Electric Corp,IOU,Legacy Time-of-Use Billing,TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE,Closed to new,two-period TOU rate with a customer-selected on-peak window,,"Applies only to customers enrolled before Dec 1 2017; not accepting new applications; participants chose one of three weekday on-peak windows: 8am-8pm, 9am-9pm, or 10am-10pm; all weekends and six major holidays are off-peak; new enrollees are directed to the current Time-of-Use Service offering effective Dec 1 2017",Legacy Time-of-Use Billing (Central Hudson PSC No. 15 - Electricity),"Customer-selected weekday on-peak window of 8am-8pm, 9am-9pm or 10am-10pm; weekends and six major holidays off-peak",,,Yes,Peak Perks; Value Stack / net metering,Closed to new enrollment,https://www.cenhud.com/en/my-energy/my-energy-options/time-of-use-billing/legacy-time-of-use-billing/,2026-09-10,Primary
NYISO,NY,Central Hudson Gas & Electric Corp,IOU,Time-of-Use Service (customers enrolled Dec 1 2017 or after),TOU-Rate,Residential;SmallC&I,GeneralLoad;Battery;EV/EVSE,Opt-in,two-period TOU rate for customers enrolling on or after Dec 1 2017,,Current voluntary TOU offering replacing Legacy Time-of-Use Billing; enrollment is by application form; weekends and six major holidays are off-peak,Time-of-Use Service (Central Hudson PSC No. 15 - Electricity),,,,Yes,Peak Perks; Value Stack / net metering,Active,https://www.cenhud.com/globalassets/pdf/forms/tou-application.pdf,2026-09-10,Primary
NYISO,NY,Long Island Power Authority / PSEG Long Island,Federal/State,Time-of-Day Off-Peak Rate (standard residential TOD rate),TOU-Rate,Residential,GeneralLoad;Battery;EV/EVSE;Thermostat/AC,Default,seasonal two-period time-of-day rate replacing the Rate 180 flat rate,,"Peak hours are weekdays 3:00pm-7:00pm; all other hours are off-peak; nights, weekends and federal holidays are always off-peak; rates differ between summer and non-summer seasons; PSEG Long Island began migrating residential accounts off the Rate 180 flat rate to this TOD rate in 2024 (with exceptions); Guaranteed Bill Protection closed to new enrollees, customers starting service, or customers voluntarily selecting a TOD rate as of January 2026, but continues up to 12 months for accounts that started a TOD rate before January 2026",LIPA Tariff for Electric Service - Time-of-Day Off-Peak Rate,Peak weekdays 3:00pm-7:00pm; all other hours off-peak; nights weekends and federal holidays always off-peak,,,Yes,Battery Storage Rewards; Smart Savers; net metering / TOD Net Meter Bank Exchange,Active,https://www.psegliny.com/timeofday,2026-09-10,Primary
NYISO,NY,Long Island Power Authority / PSEG Long Island,Federal/State,Super Off-Peak Rate,TOU-Rate,Residential,EV/EVSE;GeneralLoad;Battery,Opt-in,time-of-day rate with a deeply discounted overnight super-off-peak period,Overnight hours discounted up to 40% off the Rate 180 flat rate,Voluntary alternative to the standard Time-of-Day Off-Peak Rate; peak hours weekdays 3:00pm-7:00pm; designed for customers who can shift large loads such as EV charging to overnight hours,LIPA Tariff for Electric Service - Super Off-Peak Rate,Peak weekdays 3:00pm-7:00pm; discounted overnight super-off-peak window,Overnight super-off-peak discounted up to 40% versus the Rate 180 flat rate,,Yes,Battery Storage Rewards; Smart Savers; net metering,Active,https://www.psegliny.com/timeofday,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Term Dynamic Load Management (Term-DLM),DR-Curtailment,SmallC&I;LargeC&I,GeneralLoad;Battery;Generator,Opt-in,competitive-bid $/kW capacity payment capped by a published Incentive Rate,Incentive Rate that caps maximum annual per-kW compensation was $26.25/kW in the January 2025 RFP (up from $25.50/kW in the December 2023 RFP); actual payment is set by accepted bid,Bids provide Load Relief in fixed 4-hour Call Windows on weekdays with at least 21 hours notice; minimum bid 50 kW of Cleared Quantity per aggregation per program and vintage year; proposed Load Relief amounts and locations must stay the same for each contract year,Term-DLM (NYSEG PSC No. 120 - Electricity),Fixed 4-hour weekday call windows during the capability period,,,Yes,CSRP; DLRP; NYISO DR programs,Active,https://www.nyseg.com/documents/d/nyseg/nyseg-term-and-auto-dlm-rfp,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Auto Dynamic Load Management (Auto-DLM),DR-Curtailment,SmallC&I;LargeC&I,GeneralLoad;Battery;Generator,Opt-in,competitive-bid $/kW capacity payment capped by a published Incentive Rate,Incentive Rate that caps maximum annual per-kW compensation was $26.25/kW in the January 2025 RFP (up from $25.50/kW in the December 2023 RFP); actual payment is set by accepted bid,"Bids provide Load Relief with at least 10 minutes notice, up to 18 hours per day, 7 days a week; minimum bid 50 kW of Cleared Quantity per aggregation per program and vintage year; proposed Load Relief amounts and locations must stay the same for each contract year",Auto-DLM (NYSEG PSC No. 120 - Electricity),"Up to 18 hours per day, 7 days a week, with 10 minutes notice",,,Yes,CSRP; DLRP; NYISO DR programs,Active,https://www.nyseg.com/documents/d/nyseg/nyseg-term-and-auto-dlm-rfp,2026-09-10,Primary
