rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
NYISO,NY,Orange & Rockland Utilities Inc (O&R),IOU,Value Stack (Value of Distributed Energy Resources / VDER) Tariff,Export-Comp,All,Solar+Storage;Battery;Any,Opt-in,component-based export credit ($/kWh + $/kW) applied as monetary bill credits,"$0.50/kW-mo residential and $0.61/kW-mo small commercial CBC (2026, Value Stack PV)",Phase Two eligibility: on-site DG >750 kW plus remote net metered and community DG of any size; CHP excluded. Phase One (pre-7/26/2018 qualifiers) uses $/kW-yr DRV/LSRV and a Market Transition Credit,VDER Value Stack tariff (PSC Case 15-E-0751),DRV: assigned 4-hour window on summer non-holiday weekdays Jun 24-Sep 15; ICAP Alt 2: 2pm-7pm Jun 24-Aug 31,,"Value Stack credit = LBMP (day-ahead energy) + ICAP capacity (Alt 1 all-hours $/kWh, Alt 2 concentrated 240-245 summer afternoon hrs 2-7pm Jun 24-Aug 31, or Alt 3 $/kW-month coincident-peak - Alt 3 required for dispatchable/paired storage) + Environmental (REC or social cost of carbon $/kWh) + DRV ($/kWh on export in an assigned 4-hr summer weekday window Jun 24-Sep 15) + LSRV ($/kW-event in designated high-value areas until MW cap) + Community Credit for CDG. Values vary hourly and by utility/zone - see utility Value Stack calculator",Yes,NY-Sun; NYSERDA Retail Energy Storage Incentive; utility DR programs,Active,https://www.oru.com/en/save-money/using-private-generation-energy-sources/private-generation-tariffs,2026-09-10,Primary
NYISO,NY,Orange & Rockland Utilities Inc (O&R),IOU,Phase One Net Energy Metering (mass market) with Customer Benefit Contribution,Export-Comp,Residential;SmallC&I,Solar+Storage;Battery,Opt-in,1:1 kWh net metering credit plus a monthly $/kW-DC Customer Benefit Contribution charge,$1.00/kW-mo residential and $0.88/kW-mo small commercial CBC (2026),Available to residential and small commercial (non-demand-billed) PV; CBC applies to systems interconnected on or after 1/1/2022 and is recalculated annually; pre-2022 systems exempt; CBC cannot be netted against production,Net Energy Metering / Customer Benefit Contribution (PSC Case 15-E-0751),,,1:1 retail-rate kWh net metering (mass market PV); monthly CBC charge assessed on DC system size,Yes-restricted,NY-Sun; NYSERDA Retail Energy Storage Incentive,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/NY-Sun/2026-Utility-Published-Customer-Benefit-Contribution-Rates.pdf,2026-09-10,Secondary
NYISO,NY,Niagara Mohawk Power Corp (National Grid NY),IOU,Value Stack (Value of Distributed Energy Resources / VDER) Tariff,Export-Comp,All,Solar+Storage;Battery;Any,Opt-in,component-based export credit ($/kWh + $/kW) applied as monetary bill credits,"$0.49/kW-mo residential and $0.97/kW-mo small commercial CBC (2026, Value Stack PV)",Phase Two eligibility: on-site DG >750 kW plus remote net metered and community DG of any size; CHP excluded. Phase One (pre-7/26/2018 qualifiers) uses $/kW-yr DRV/LSRV and a Market Transition Credit,VDER Value Stack tariff (PSC Case 15-E-0751),DRV: assigned 4-hour window on summer non-holiday weekdays Jun 24-Sep 15; ICAP Alt 2: 2pm-7pm Jun 24-Aug 31,,"Value Stack credit = LBMP (day-ahead energy) + ICAP capacity (Alt 1 all-hours $/kWh, Alt 2 concentrated 240-245 summer afternoon hrs 2-7pm Jun 24-Aug 31, or Alt 3 $/kW-month coincident-peak - Alt 3 required for dispatchable/paired storage) + Environmental (REC or social cost of carbon $/kWh) + DRV ($/kWh on export in an assigned 4-hr summer weekday window Jun 24-Sep 15) + LSRV ($/kW-event in designated high-value areas until MW cap) + Community Credit for CDG. Values vary hourly and by utility/zone - see utility Value Stack calculator",Yes,NY-Sun; NYSERDA Retail Energy Storage Incentive; utility DR programs,Active,https://www.nationalgridus.com/Upstate-NY-Business/Supply-Costs/VDER-Value-Stack-Energy-Component-Prices,2026-09-10,Primary
NYISO,NY,Niagara Mohawk Power Corp (National Grid NY),IOU,Phase One Net Energy Metering (mass market) with Customer Benefit Contribution,Export-Comp,Residential;SmallC&I,Solar+Storage;Battery,Opt-in,1:1 kWh net metering credit plus a monthly $/kW-DC Customer Benefit Contribution charge,$0.97/kW-mo residential and $1.38/kW-mo small commercial CBC (2026),Available to residential and small commercial (non-demand-billed) PV; CBC applies to systems interconnected on or after 1/1/2022 and is recalculated annually; pre-2022 systems exempt; CBC cannot be netted against production,Net Energy Metering / Customer Benefit Contribution (PSC Case 15-E-0751),,,1:1 retail-rate kWh net metering (mass market PV); monthly CBC charge assessed on DC system size,Yes-restricted,NY-Sun; NYSERDA Retail Energy Storage Incentive,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/NY-Sun/2026-Utility-Published-Customer-Benefit-Contribution-Rates.pdf,2026-09-10,Secondary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Value Stack (Value of Distributed Energy Resources / VDER) Tariff,Export-Comp,All,Solar+Storage;Battery;Any,Opt-in,component-based export credit ($/kWh + $/kW) applied as monetary bill credits,"$0.60/kW-mo residential and $0.80/kW-mo small commercial CBC (2026, Value Stack PV)",Phase Two eligibility: on-site DG >750 kW plus remote net metered and community DG of any size; CHP excluded. Phase One (pre-7/26/2018 qualifiers) uses $/kW-yr DRV/LSRV and a Market Transition Credit,VDER Value Stack tariff (PSC Case 15-E-0751),DRV: assigned 4-hour window on summer non-holiday weekdays Jun 24-Sep 15; ICAP Alt 2: 2pm-7pm Jun 24-Aug 31,,"Value Stack credit = LBMP (day-ahead energy) + ICAP capacity (Alt 1 all-hours $/kWh, Alt 2 concentrated 240-245 summer afternoon hrs 2-7pm Jun 24-Aug 31, or Alt 3 $/kW-month coincident-peak - Alt 3 required for dispatchable/paired storage) + Environmental (REC or social cost of carbon $/kWh) + DRV ($/kWh on export in an assigned 4-hr summer weekday window Jun 24-Sep 15) + LSRV ($/kW-event in designated high-value areas until MW cap) + Community Credit for CDG. Values vary hourly and by utility/zone - see utility Value Stack calculator",Yes,NY-Sun; NYSERDA Retail Energy Storage Incentive; utility DR programs,Active,https://www.nyseg.com/documents/40132/5899086/NYSEG_RGE+S-SFA+Procedural+Requirements+Final.pdf/b7dd6ce9-5a31-5ecc-7424-efa20d035489?t=1736360363008,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Phase One Net Energy Metering (mass market) with Customer Benefit Contribution,Export-Comp,Residential;SmallC&I,Solar+Storage;Battery,Opt-in,1:1 kWh net metering credit plus a monthly $/kW-DC Customer Benefit Contribution charge,$1.19/kW-mo residential and $1.14/kW-mo small commercial CBC (2026),Available to residential and small commercial (non-demand-billed) PV; CBC applies to systems interconnected on or after 1/1/2022 and is recalculated annually; pre-2022 systems exempt; CBC cannot be netted against production,Net Energy Metering / Customer Benefit Contribution (PSC Case 15-E-0751),,,1:1 retail-rate kWh net metering (mass market PV); monthly CBC charge assessed on DC system size,Yes-restricted,NY-Sun; NYSERDA Retail Energy Storage Incentive,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/NY-Sun/2026-Utility-Published-Customer-Benefit-Contribution-Rates.pdf,2026-09-10,Secondary
NYISO,NY,Rochester Gas & Electric Corp (RG&E),IOU,Value Stack (Value of Distributed Energy Resources / VDER) Tariff,Export-Comp,All,Solar+Storage;Battery;Any,Opt-in,component-based export credit ($/kWh + $/kW) applied as monetary bill credits,"$0.65/kW-mo residential and $0.67/kW-mo small commercial CBC (2026, Value Stack PV)",Phase Two eligibility: on-site DG >750 kW plus remote net metered and community DG of any size; CHP excluded. Phase One (pre-7/26/2018 qualifiers) uses $/kW-yr DRV/LSRV and a Market Transition Credit,VDER Value Stack tariff (PSC Case 15-E-0751),DRV: assigned 4-hour window on summer non-holiday weekdays Jun 24-Sep 15; ICAP Alt 2: 2pm-7pm Jun 24-Aug 31,,"Value Stack credit = LBMP (day-ahead energy) + ICAP capacity (Alt 1 all-hours $/kWh, Alt 2 concentrated 240-245 summer afternoon hrs 2-7pm Jun 24-Aug 31, or Alt 3 $/kW-month coincident-peak - Alt 3 required for dispatchable/paired storage) + Environmental (REC or social cost of carbon $/kWh) + DRV ($/kWh on export in an assigned 4-hr summer weekday window Jun 24-Sep 15) + LSRV ($/kW-event in designated high-value areas until MW cap) + Community Credit for CDG. Values vary hourly and by utility/zone - see utility Value Stack calculator",Yes,NY-Sun; NYSERDA Retail Energy Storage Incentive; utility DR programs,Active,https://www.rge.com/documents/40137/2123533/CDG+Value+Stack+Procedural+Requiremens+with+Manual+Billing.pdf/cd70208b-63a5-c210-cbbd-dd1914157c52?t=1720637584270,2026-09-10,Primary
NYISO,NY,Rochester Gas & Electric Corp (RG&E),IOU,Phase One Net Energy Metering (mass market) with Customer Benefit Contribution,Export-Comp,Residential;SmallC&I,Solar+Storage;Battery,Opt-in,1:1 kWh net metering credit plus a monthly $/kW-DC Customer Benefit Contribution charge,$1.31/kW-mo residential and $0.96/kW-mo small commercial CBC (2026),Available to residential and small commercial (non-demand-billed) PV; CBC applies to systems interconnected on or after 1/1/2022 and is recalculated annually; pre-2022 systems exempt; CBC cannot be netted against production,Net Energy Metering / Customer Benefit Contribution (PSC Case 15-E-0751),,,1:1 retail-rate kWh net metering (mass market PV); monthly CBC charge assessed on DC system size,Yes-restricted,NY-Sun; NYSERDA Retail Energy Storage Incentive,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/NY-Sun/2026-Utility-Published-Customer-Benefit-Contribution-Rates.pdf,2026-09-10,Secondary
NYISO,NY,Central Hudson Gas & Electric Corp,IOU,Value Stack (Value of Distributed Energy Resources / VDER) Tariff,Export-Comp,All,Solar+Storage;Battery;Any,Opt-in,component-based export credit ($/kWh + $/kW) applied as monetary bill credits,"$0.84/kW-mo residential and $1.28/kW-mo small commercial CBC (2026, Value Stack PV)",Phase Two eligibility: on-site DG >750 kW plus remote net metered and community DG of any size; CHP excluded. Phase One (pre-7/26/2018 qualifiers) uses $/kW-yr DRV/LSRV and a Market Transition Credit,VDER Value Stack tariff (PSC Case 15-E-0751),DRV: assigned 4-hour window on summer non-holiday weekdays Jun 24-Sep 15; ICAP Alt 2: 2pm-7pm Jun 24-Aug 31,,"Value Stack credit = LBMP (day-ahead energy) + ICAP capacity (Alt 1 all-hours $/kWh, Alt 2 concentrated 240-245 summer afternoon hrs 2-7pm Jun 24-Aug 31, or Alt 3 $/kW-month coincident-peak - Alt 3 required for dispatchable/paired storage) + Environmental (REC or social cost of carbon $/kWh) + DRV ($/kWh on export in an assigned 4-hr summer weekday window Jun 24-Sep 15) + LSRV ($/kW-event in designated high-value areas until MW cap) + Community Credit for CDG. Values vary hourly and by utility/zone - see utility Value Stack calculator",Yes,NY-Sun; NYSERDA Retail Energy Storage Incentive; utility DR programs,Active,https://www.cenhud.com/en/my-energy/distributed-generation/programs-and-incentives/,2026-09-10,Primary
NYISO,NY,Central Hudson Gas & Electric Corp,IOU,Phase One Net Energy Metering (mass market) with Customer Benefit Contribution,Export-Comp,Residential;SmallC&I,Solar+Storage;Battery,Opt-in,1:1 kWh net metering credit plus a monthly $/kW-DC Customer Benefit Contribution charge,$1.67/kW-mo residential and $1.83/kW-mo small commercial CBC (2026),Available to residential and small commercial (non-demand-billed) PV; CBC applies to systems interconnected on or after 1/1/2022 and is recalculated annually; pre-2022 systems exempt; CBC cannot be netted against production,Net Energy Metering / Customer Benefit Contribution (PSC Case 15-E-0751),,,1:1 retail-rate kWh net metering (mass market PV); monthly CBC charge assessed on DC system size,Yes-restricted,NY-Sun; NYSERDA Retail Energy Storage Incentive,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/NY-Sun/2026-Utility-Published-Customer-Benefit-Contribution-Rates.pdf,2026-09-10,Secondary
NYISO,NY,Long Island Power Authority / PSEG Long Island,Federal/State,Net Energy Metering with Customer Benefit Contribution (mass market),Export-Comp,Residential;SmallC&I,Solar+Storage;Battery,Opt-in,1:1 kWh net metering credit plus monthly $/kW-DC Customer Benefit Contribution charge,$1.13/kW-mo residential and $1.19/kW-mo small commercial CBC (2026),Mass-market LIPA projects cannot opt into the Value Stack (VDER); Value Stack is available to larger and CDG projects under the LIPA tariff,LIPA Tariff for Electric Service - Net Metering / CBC,,,1:1 retail net metering for mass market PV; monthly CBC charge on DC system size; VDER Value Stack not available to mass market,Yes-restricted,NY-Sun; NYSERDA Retail Energy Storage Incentive,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/NY-Sun/2026-Utility-Published-Customer-Benefit-Contribution-Rates.pdf,2026-09-10,Secondary
NYISO,NY,Long Island Power Authority / PSEG Long Island,Federal/State,Value Stack (VDER) Tariff - LIPA,Export-Comp,SmallC&I;LargeC&I,Solar+Storage;Battery;Any,Opt-in,component-based export credit (LBMP + ICAP + Environmental + DRV + LSRV),,LIPA tariff aligned with PSC VDER orders effective Aug 1 2019; mass-market customers are NOT eligible; CDG projects qualifying before 1/1/2020 receive volumetric rather than monetary crediting for mass-market satellites,LIPA Tariff for Electric Service - Value Stack,,,"Value Stack credit = LBMP (day-ahead energy) + ICAP capacity (Alt 1 all-hours $/kWh, Alt 2 concentrated 240-245 summer afternoon hrs 2-7pm Jun 24-Aug 31, or Alt 3 $/kW-month coincident-peak - Alt 3 required for dispatchable/paired storage) + Environmental (REC or social cost of carbon $/kWh) + DRV ($/kWh on export in an assigned 4-hr summer weekday window Jun 24-Sep 15) + LSRV ($/kW-event in designated high-value areas until MW cap) + Community Credit for CDG. Values vary hourly and by utility/zone - see utility Value Stack calculator",Yes,NY-Sun; NYSERDA Retail Energy Storage Incentive,Active,https://www.lipower.org/wp-content/uploads/2024/12/LIPA-Tariff-January-2025.pdf,2026-09-10,Primary
NYISO,NY,Niagara Mohawk Power Corp (National Grid NY),IOU,ConnectedSolutions - Bring Your Own Battery (BYOB),DR-BYOD,Residential;SmallC&I,Battery;Solar+Storage,Opt-in,annual $/kW-yr performance payment on average event discharge,$50/kW-yr based on average kW discharged across all events May 1-Sep 30,"Season May 1-Sep 30; availability window 2-10pm; event duration 3-4 hours; 10-20 events typical, up to 60 allowed; 21 hours advance notice; weekdays or weekends",,Event availability window 2:00pm-10:00pm May-Sep,,Net export during events is credited in the performance calculation; NEM/VDER customers are eligible,Yes,NYSERDA Residential Energy Storage Incentive (enrollment now required); NEM/VDER,Active,https://www.nationalgridus.com/Upstate-NY-Home/ConnectedSolutions/BatteryProgram,2026-09-10,Primary
NYISO,NY,New York State Electric & Gas Corp (NYSEG),IOU,Energy Storage Solutions Program (Bring Your Own Battery),DR-BYOD,Residential;SmallC&I,Battery;Solar+Storage,Opt-in,annual $/kW-yr performance payment on average event discharge,$50/kW-yr based on average kW discharged across all events,Season May 1-Sep 30; availability window 12pm-7pm; event duration up to 4 hours; up to 20 events per season,,Event availability window 12:00pm-7:00pm May-Sep,,Net export during events is credited in the performance calculation; NEM/VDER customers are eligible,Yes,NYSERDA Residential Energy Storage Incentive (enrollment required for applications on/after 3/1/2026); NEM/VDER,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/Energy-Storage/2026-01-22-Utility-DLM-Program-Overview.pdf,2026-09-10,Primary
NYISO,NY,Rochester Gas & Electric Corp (RG&E),IOU,Energy Storage Solutions Program (Bring Your Own Battery),DR-BYOD,Residential;SmallC&I,Battery;Solar+Storage,Opt-in,annual $/kW-yr performance payment on average event discharge,$50/kW-yr based on average kW discharged across all events,Season May 1-Sep 30; availability window 12pm-7pm; event duration up to 4 hours; up to 20 events per season,,Event availability window 12:00pm-7:00pm May-Sep,,Net export during events is credited in the performance calculation; NEM/VDER customers are eligible,Yes,NYSERDA Residential Energy Storage Incentive (enrollment required for applications on/after 3/1/2026); NEM/VDER,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/Energy-Storage/2026-01-22-Utility-DLM-Program-Overview.pdf,2026-09-10,Primary
NYISO,NY,Orange & Rockland Utilities Inc (O&R),IOU,Bring Your Own Battery (BYOB),DR-BYOD,Residential;SmallC&I,Battery;Solar+Storage,Opt-in,annual $/kW-yr performance payment on average event discharge,$50/kW-yr based on average kW discharged across all events,Season May 1-Sep 30; availability window 12pm-11pm; event duration 3-4 hours; up to 15 events per season; tentative go-live Feb 15 2026,,Event availability window 12:00pm-11:00pm May-Sep,,Net export during events is credited in the performance calculation; NEM/VDER customers are eligible,Yes,NYSERDA Residential Energy Storage Incentive; NEM/VDER,Active,https://www.nyserda.ny.gov/-/media/Project/Nyserda/Files/Programs/Energy-Storage/2026-01-22-Utility-DLM-Program-Overview.pdf,2026-09-10,Primary
