rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
MISO,MN,Northern States Power Co - Minnesota (Xcel Energy),IOU,Dynamic Thermal Storage,Storage-Incentive,LargeC&I,GeneralLoad,Opt-in,upfront % of install cost + annual bill credit,10% of install cost upfront + 5% of project cost annual bill credit,Shift load 4 hrs/weekday,Dynamic Thermal Storage,4 hrs weekdays,,,Yes-restricted,Unknown,Active,https://www.xcelenergy.com/staticfiles/xe/Marketing/Files/MN-Business-Program-Summary.pdf,2026-08-08,High
MISO,MN,Dakota Electric Association,Cooperative,Cycled Air Conditioning,DR-DLC,Residential,Thermostat/AC,Opt-in,flat summer bill credit OR rate discount,$39 summer bill credit (or reduced AC electricity price),"15-min on/off cycling, activated hottest days only",Energy Wise Load Management,Hottest summer days,,,No,Unknown,Active,https://www.dakotaelectric.com/member-services/programs-rebates/for-your-home/energy-wise-load-management/,2026-08-08,High
MISO,MN,Dakota Electric Association,Cooperative,Heat Pump Load Control,DR-DLC,Residential,HeatPump,Opt-in,rate discount,Reduced price on heat pump electricity,Cycled/interrupted on high wholesale-cost days; backup heat during winter interruptions,Energy Wise Load Management,High-demand days,,,No,Unknown,Active,https://www.dakotaelectric.com/member-services/programs-rebates/for-your-home/energy-wise-load-management/,2026-08-08,High
MISO,MN,Dakota Electric Association,Cooperative,Water Heater Storage Program,DR-DLC,Residential,ElectricWaterHeater,Opt-in,upfront rebate + lowest off-peak rate,$500 first-time enrollment rebate,"≥80 gal tank, EF ≥0.9, member pays metering/control equipment",Off-Peak Storage Water Heating,Night recharge,,,No,Unknown,Active,https://www.dakotaelectric.com/member-services/programs-rebates/for-your-home/energy-wise-load-management/,2026-08-08,High
MISO,MN,Dakota Electric Association,Cooperative,Water Heater Interruptible Program,DR-DLC,Residential,ElectricWaterHeater,Opt-in,upfront rebate + reduced rate,$200 first-time enrollment rebate,"≥50 gal tank, at least 1 control period/month",Interruptible Water Heating,Periods of high energy cost,,,No,Unknown,Active,https://www.dakotaelectric.com/member-services/programs-rebates/for-your-home/energy-wise-load-management/,2026-08-08,High
MISO,MN,Dakota Electric Association,Cooperative,Hot Tubs and Swimming Pools Load Control,DR-DLC,Residential,GeneralLoad,Opt-in,rate discount,Reduced price on pool/hot tub electricity,Interrupted on high wholesale-cost days,Energy Wise Load Management,High-demand days,,,No,Unknown,Active,https://www.dakotaelectric.com/member-services/programs-rebates/for-your-home/energy-wise-load-management/,2026-08-08,High
MISO,MN,Dakota Electric Association,Cooperative,Electric Heat Storage / Interruptible,DR-DLC,Residential,SpaceHeat,Opt-in,rate discount,Reduced rate for ETS or interruptible electric heat,Interrupted on coldest days for interruptible variant; ETS charges off-peak,Energy Wise Load Management,Coldest winter days,,,No,Unknown,Active,https://www.dakotaelectric.com/member-services/programs-rebates/for-your-home/energy-wise-load-management/,2026-08-08,High
MISO,MN,Dakota Electric Association,Cooperative,EV Off-Peak Storage Rate,EV-Rate,Residential,EV/EVSE,Opt-in,off-peak flat rate + charger rebate,4.87c/kWh off-peak + up to $500 charger install rebate,Charging only available 11pm-7am; dedicated circuit required,Schedule 51,11pm-7am,off-peak 4.87c/kWh; no charging outside window,,No,Unknown,Active,https://www.dakotaelectric.com/wp-content/uploads/2021/10/Electric-Vehicle-Packet.pdf,2026-08-08,High
MISO,MN,Dakota Electric Association,Cooperative,EV Time-of-Use Rate,EV-Rate,Residential,EV/EVSE,Opt-in,TOU rate + charger rebate,7.55c/kWh off-peak; up to $500 charger install rebate,Dedicated submetered circuit required,Schedule EV-1,"Weekday mid-peak 8am-4pm & 9pm-midnight ~12.38-13.77c; on-peak 4pm-9pm 44.2c",off-peak 7.55c/kWh; on-peak 44.2c/kWh weekdays 4-9pm,,No,Unknown,Active,https://www.dakotaelectric.com/wp-content/uploads/2021/10/Electric-Vehicle-Packet.pdf,2026-08-08,High
MISO,MN,Connexus Energy,Cooperative,Controlled Off-Peak Heating,DR-DLC,Residential,SpaceHeat,Opt-in,flat off-peak rate,$0.0577/kWh,~8 hrs/day recharge 11pm-7am (May-Sep) or 10pm-6pm (Oct-Apr per member terms),Section III - Controlled Off-Peak Heating,11pm-7am,off-peak $0.0577/kWh vs standard $0.129-0.139/kWh,,No,Unknown,Active,https://www.connexusenergy.com/download_file/view/82b43e23-b577-44a9-9e10-614c04a9e826,2026-08-08,High
MISO,MN,Connexus Energy,Cooperative,Interruptible Space Heating / Cycled Air Conditioning,DR-DLC,Residential,SpaceHeat;Thermostat/AC,Opt-in,reduced rate / bill credit,"$0.0766/kWh space heating (Oct-May); unmetered AC credit $7.50/mo (closed 2016)","max 400 hrs/yr space heating, 200 hrs/yr cycled AC",Section III - Interruptible Space Heating,Peak system demand periods,off-peak (heating) $0.0766/kWh,,No,Unknown,Active,https://www.connexusenergy.com/download_file/view/82b43e23-b577-44a9-9e10-614c04a9e826,2026-08-08,High
MISO,MN,Connexus Energy,Cooperative,Residential Time-of-Day,TOU-Rate,Residential,GeneralLoad,Opt-in,rate discount,"Peak $0.2250/kWh; Intermediate $0.1330/kWh; Off-peak $0.0725/kWh",12-month min before penalty-free exit,Section III - Residential Time-of-Day,Weekdays 4pm-8pm,"on $0.2250/kWh (12% of hrs) / mid $0.1330/kWh (38%) / off $0.0725/kWh (50%)",,No,Unknown,Active,https://www.connexusenergy.com/download_file/view/82b43e23-b577-44a9-9e10-614c04a9e826,2026-08-08,High
MISO,MN,Connexus Energy,Cooperative,Air Source Heat Pump Interruptible Rate,DR-DLC,Residential,HeatPump,Opt-in,reduced rate,$0.0766/kWh heating (Oct-May),"max 200 hrs/yr AC control; outdoor thermostat lockout below ~15-20F",Section III - Air Source Heat Pump,Peak system demand periods,,,No,Unknown,Active,https://www.connexusenergy.com/download_file/view/82b43e23-b577-44a9-9e10-614c04a9e826,2026-08-08,High
MISO,MN,Connexus Energy,Cooperative,EV Subscription,EV-Rate,Residential,EV/EVSE,Opt-in,free off-peak energy subscription,"Tier 1 $30/mo incl. 600 kWh off-peak; Tier 2 $50/mo incl. 1,200 kWh off-peak; overage at peak rate",Off-peak 9pm-9am free; peak 9am-9pm $0.2250/kWh,Section III - Electric Vehicle Subscription,9am-9pm,off-peak $0.0000/kWh (free); peak $0.2250/kWh,,No,Unknown,Active,https://www.connexusenergy.com/download_file/view/82b43e23-b577-44a9-9e10-614c04a9e826,2026-08-08,High
MISO,MN,Connexus Energy,Cooperative,Controlled Off-Peak Energy Storage (C&I),TOU-Rate,SmallC&I;LargeC&I,Battery;GeneralLoad;EV/EVSE,Opt-in,flat off-peak rate,$0.0577/kWh,~8 hrs overnight 11pm-7am; exempt from Power Cost Adjustment,Controlled Off-Peak Energy Storage,11pm-7am,off-peak $0.0577/kWh,,Yes,Unknown,Active,https://nectarclimate.com/utilities/connexus-energy,2026-08-08,Medium
MISO,MN,Otter Tail Power Company,IOU,Dual Fuel Rate,DR-DLC,Residential,SpaceHeat;ElectricWaterHeater;EV/EVSE,Opt-in,rate discount,~50% of standard per-kWh rate,"heating loads controlled up to 24 hrs/day; water heating up to 14 hrs/day; heat pumps cycled 15 min on/off summer peak events",Dual Fuel Rate,System peak/emergency conditions,,,No,Unknown,Active,https://www.otpco.com/rebates-and-efficiency-programs/programs/dual-fuel/,2026-08-08,High
MISO,MN,Otter Tail Power Company,IOU,Deferred Load Rate (Off-Peak Storage Heating/Cooling),DR-DLC,Residential,SpaceHeat,Opt-in,rate discount,up to 30% savings vs standard heating/cooling cost,Energy delivered/stored during off-peak hours,Deferred Load Rate,Off-peak hours,,,No,Unknown,Active,https://www.otpco.com/rebates-and-efficiency-programs/programs/,2026-08-08,Medium
MISO,MN,Otter Tail Power Company,IOU,Cycled Air Conditioning (Dual Fuel Heat Pump Add-on),DR-DLC,Residential,Thermostat/AC;HeatPump,Opt-in,rate discount,Included with Dual Fuel Rate,"15 min on/15 min off cycling, max 300 hrs/cooling season",Dual Fuel Rate,Summer peak periods,,,No,Unknown,Active,https://www.otpco.com/rebates-and-efficiency-programs/programs/dual-fuel/,2026-08-08,High
MISO,MN,Minnesota Power (ALLETE),IOU,Time-of-Day Rate,TOU-Rate,Residential,GeneralLoad,Opt-in,rate discount,"On-peak standard+$0.048/kWh; Off-peak standard-$0.00293/kWh; Super off-peak standard-$0.03416/kWh (standard=$0.10772/kWh)",12-month min commitment before removal without penalty,Time-of-Day Rate,Weekday late afternoon/early evening,"on-peak ~$0.1557/kWh; off-peak ~$0.1048/kWh; super off-peak ~$0.0736/kWh",,No,Unknown,Active,https://www.mnpower.com/timeofday,2026-08-08,High
MISO,MN,Minnesota Power (ALLETE),IOU,Dual Fuel Standard,DR-DLC,Residential,SpaceHeat;ElectricWaterHeater;EV/EVSE;Thermostat/AC,Opt-in,flat discounted rate,$0.07949/kWh (vs $0.10772/kWh standard),"up to 2 interruptions/day, 4 hrs each, min 2 hrs between, max 300 hrs/yr",Dual Fuel Standard,Interruptions when load and market price both high,off-peak/interruptible $0.07949/kWh,,No,Unknown,Active,https://www.mnpower.com/ProgramsRebates/DualFuel,2026-08-08,High
MISO,MN,Minnesota Power (ALLETE),IOU,Dual Fuel Plus,DR-DLC,Residential,SpaceHeat,Opt-in,flat discounted rate,$0.05564/kWh (vs $0.10772/kWh standard),"up to 20 hrs/day interruption, min 2 hrs between, max 1,000 hrs/yr",Dual Fuel Plus,Interruptions when load and market price both high,interruptible $0.05564/kWh,,No,Unknown,Active,https://www.mnpower.com/ProgramsRebates/DualFuel,2026-08-08,High
MISO,MN,Rochester Public Utilities,Municipal,Residential Time-of-Use Rate,TOU-Rate,Residential,GeneralLoad,Opt-in,rate discount,Not published,45-day notice to leave; no return once removed within notice period,Residential TOU,Weekdays,off-peak 10pm-8am + weekends/holidays,,No,Unknown,Active,https://www.rpu.org/my-account/residential-time-of-use-rate-program.php,2026-08-08,Medium
MISO,MN,Rochester Public Utilities,Municipal,Net Metering,Export-Comp,Residential;SmallC&I,Solar+Storage,Opt-in,net metering / avoided cost,,,Net Metering Tariff,,,"<40kW: retail energy rate, monthly reconciled, check or bill credit; 40kW-1MW: avoided cost, annual reimbursement",Yes-restricted,Unknown,Active,https://findenergy.com/providers/rochester-public-utilities/,2026-08-08,Medium
MISO,MN,Austin Utilities,Municipal,Residential Load Control (Cycled AC),DR-DLC,Residential,Thermostat/AC,Opt-out,embedded rate discount / opt-out fee,Avoid $15/month opt-out fee (Jun-Sep),Default enrollment; $15/mo charge to opt out during peak months,Load Control,June-September,,,No,Unknown,Active,https://www.austinutilities.com/pages/LoadControlFAQ/,2026-08-08,Medium
MISO,MN,Austin Utilities,Municipal,Net Metering,Export-Comp,Residential;SmallC&I,Solar+Storage,Opt-in,net metering per MN Stat. 216B.164,,,Net Metering (MN Stat. 216B.164),,,"<40kW: avg retail energy rate; muni/coop cap 100kW; excess credited/banked per statute",Yes-restricted,Unknown,Active,https://mn.gov/puc/activities/economic-analysis/distributed-energy/net-metering/,2026-08-08,Low
MISO,MN,Owatonna Public Utilities,Municipal,Residential Time-of-Use Program,TOU-Rate,Residential,GeneralLoad,Opt-in,rate discount,Not published (see enrollment form for current $/kWh),12-month min before penalty-free exit; excludes solar and electric-heat customers,Residential TOU,"Critical-peak 2-6pm weekdays; on-peak 8am-2pm & 6pm-8pm weekdays",off-peak 8pm-8am + weekends/holidays,,No,Unknown,Active,https://www.owatonnautilities.com/residential-customers/time-of-use-program/,2026-08-08,Medium
MISO,MN,Owatonna Public Utilities,Municipal,Load Management Program,DR-DLC,Residential,Thermostat/AC,Opt-in,% bill credit,5% credit on commodity charge (June-September),,Load Management,June-September,,,No,Unknown,Active,https://findenergy.com/providers/owatonna-public-utilities/,2026-08-08,Low
MISO,MN,Owatonna Public Utilities,Municipal,Net Metering,Export-Comp,Residential;SmallC&I,Solar+Storage,Opt-in,net metering per MN Stat. 216B.164,,,Net Metering (MN Stat. 216B.164),,,per Minn. Stat. 216B.164 statewide rules,Yes-restricted,Unknown,Active,https://mn.gov/puc/activities/economic-analysis/distributed-energy/net-metering/,2026-08-08,Low
MISO,MN,Moorhead Public Service,Municipal,Thrifty Watts,DR-DLC,Residential,Thermostat/AC;ElectricWaterHeater,Opt-in,flat monthly bill credit,$5.50/mo (AC, May-Sep) + $3.00/mo (water heater, year-round),"AC cycled ~12 min on/12 min off; water heater off up to 4 hrs/control period",Thrifty Watts,May-September (AC portion),,,No,Unknown,Active,https://www.mpsutility.com/index.php/en/?option=com_content&view=category&id=40,2026-08-08,Medium
MISO,MN,Moorhead Public Service,Municipal,Net Metering,Export-Comp,Residential;SmallC&I,Solar+Storage,Opt-in,net metering per MN Stat. 216B.164,,,Net Metering (MN Stat. 216B.164),,,per Minn. Stat. 216B.164 statewide rules,Yes-restricted,Unknown,Active,https://mn.gov/puc/activities/economic-analysis/distributed-energy/net-metering/,2026-08-08,Low
MISO,MN,Willmar Municipal Utilities,Municipal,Net Metering,Export-Comp,Residential;SmallC&I,Solar+Storage,Opt-in,net metering per MN Stat. 216B.164,,,Net Metering (MN Stat. 216B.164),,,per Minn. Stat. 216B.164 statewide rules; muni/coop cap 100kW,Yes-restricted,Unknown,Active,https://mn.gov/puc/activities/economic-analysis/distributed-energy/net-metering/,2026-08-08,Low
MISO,ND,Northern States Power Co - North Dakota (Xcel Energy),IOU,Saver's Switch (Business),DR-DLC,SmallC&I,Thermostat/AC,Opt-in,$/ton monthly bill credit,$5.00/ton/month June-September,"activated avg 5-15 days/summer, 15-20 min on/off cycling",Saver's Switch Business Rider,Late morning-early evening on peak summer days,,,No,Unknown,Active,https://www.xcelenergy.com/staticfiles/xe/PDF/Marketing/MN-ND-SD-Bus-Savers-Switch-Info-Sheet.pdf,2026-08-08,High
MISO,SD,Northern States Power Co - South Dakota (Xcel Energy),IOU,Saver's Switch (Business),DR-DLC,SmallC&I,Thermostat/AC,Opt-in,$/ton monthly bill credit,$5.00/ton/month June-September,"activated avg 5-15 days/summer, 15-20 min on/off cycling",Saver's Switch Business Rider,Late morning-early evening on peak summer days,,,No,Unknown,Active,https://www.xcelenergy.com/staticfiles/xe/PDF/Marketing/MN-ND-SD-Bus-Savers-Switch-Info-Sheet.pdf,2026-08-08,High
MISO,ND,Montana-Dakota Utilities Co.,IOU,Interruptible Large Power Demand Response (Rate 38),DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,demand charge + demand response credit,"basic $300/mo + demand $16.14/kW + DR credit $2.75/interruptible kW + energy $0.00479/kWh",≥500 kW demand with ≥75% interruptible; max 100 hrs/yr,Rate 38,System peak periods,,,No,Unknown,Active,https://www.montana-dakota.com/rates-services/,2026-08-08,Medium
MISO,ND,Montana-Dakota Utilities Co.,IOU,Demand Response Resources (DRR) via CPower,DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,performance-based per-event payment,Not published,Handful of events per power year across MT/ND/SD,Demand Response Resources,Utility-called events,,,No,Unknown,Active,https://www.montana-dakota.com/rates-services/,2026-08-08,Medium
MISO,SD,East River Electric Power Cooperative,Cooperative,Load Management Program (member cooperatives),DR-DLC,Residential;SmallC&I,ElectricWaterHeater;Thermostat/AC;IrrigationPump;GeneralLoad,Opt-in,embedded rate discount (avoided wholesale cost pass-through),Not published at G&T level; savings passed through 24 member distribution co-ops,>75,500 controlled loads across eastern SD/western MN; radio-switch dispatch on peak days,Load Management Program,Hot summer / cold winter peak days,,,No,Unknown,Active,https://www.eastriver.coop/save-energy-save-money/,2026-08-08,Medium
MISO,SD,Missouri River Energy Services,Municipal,Coordinated Demand Response (hosted DLC),DR-DLC,Residential,Thermostat/AC;ElectricWaterHeater,Opt-in,hosted direct load control (implemented via member municipal utilities),Not published at joint-action-agency level,RF Mesh network shared with AMI; deployed by 61 member municipalities in IA/MN/ND/SD,Coordinated Demand Response,Peak demand periods,,,No,Unknown,Active,https://www.mrenergy.com/services/coordinated-demand-response,2026-08-08,Medium
MISO,MN,Great River Energy,Cooperative,Cycled Air Conditioning (member co-op programs),DR-DLC,Residential,Thermostat/AC;HeatPump,Opt-in,rate discount (set by member distribution co-op),Varies by member cooperative,"15 min off / 15 min on cycling; up to 6 hrs/day, 200 hrs/cooling season (May-Sep)",Member Cooperative Load Management,May-September,,,No,Unknown,Active,https://greatriverenergy.com/transmission-and-delivery/demand-response/member-cooperative-load-management-programs/,2026-08-08,High
MISO,MN,Great River Energy,Cooperative,ETS Water Heating,DR-DLC,Residential,ElectricWaterHeater,Opt-in,off-peak rate (set by member distribution co-op),Varies by member cooperative,"≥100 gal tank; 8-hr nightly recharge 22:00-06:00 CPT, +2 hrs optional",Member Cooperative Load Management,22:00-06:00 CPT,,,No,Unknown,Active,https://greatriverenergy.com/transmission-and-delivery/demand-response/member-cooperative-load-management-programs/,2026-08-08,High
MISO,MN,Great River Energy,Cooperative,ETS Space Heating,DR-DLC,Residential,SpaceHeat,Opt-in,off-peak rate (set by member distribution co-op),Varies by member cooperative,8-hr nightly recharge 22:00-06:00 CPT + 2 hrs optional,Member Cooperative Load Management,22:00-06:00 CPT,,,No,Unknown,Active,https://greatriverenergy.com/transmission-and-delivery/demand-response/member-cooperative-load-management-programs/,2026-08-08,High
MISO,MN,Great River Energy,Cooperative,Dual Fuel,DR-DLC,Residential,SpaceHeat,Opt-in,rate discount (set by member distribution co-op),Varies by member cooperative,"up to 12 hrs/day, 400 hrs/heating season (Sep-May)",Member Cooperative Load Management,Sep-May,,,No,Unknown,Active,https://greatriverenergy.com/transmission-and-delivery/demand-response/member-cooperative-load-management-programs/,2026-08-08,High
MISO,MN,Great River Energy,Cooperative,Interruptible Water Heating,DR-DLC,Residential,ElectricWaterHeater,Opt-in,rate discount (set by member distribution co-op),Varies by member cooperative,"4 or 8 hrs/day interruption; 4-hr option closed to new loads Nov. 2007",Member Cooperative Load Management,Any month as needed,,,No,Unknown,Active,https://greatriverenergy.com/transmission-and-delivery/demand-response/member-cooperative-load-management-programs/,2026-08-08,High
MISO,MN,Great River Energy,Cooperative,Interruptible Irrigation,DR-Curtailment,Residential;SmallC&I,IrrigationPump,Opt-in,rate discount (set by member distribution co-op),Varies by member cooperative,up to 4 hrs/day May-Sep,Member Cooperative Load Management,May-September,,,No,Unknown,Active,https://greatriverenergy.com/transmission-and-delivery/demand-response/member-cooperative-load-management-programs/,2026-08-08,High
MISO,MN,Great River Energy,Cooperative,ChargeWise (Residential EV),EV-Rate,Residential,EV/EVSE,Opt-in,off-peak rate (set by member distribution co-op),Varies by member cooperative,"8-hr nightly recharge 23:00-07:00 CPT, +2 hrs optional; proof of PEV/battery size required",Member Cooperative Load Management,23:00-07:00 CPT,,,No,Unknown,Active,https://greatriverenergy.com/transmission-and-delivery/demand-response/member-cooperative-load-management-programs/,2026-08-08,High
MISO,MN,Great River Energy,Cooperative,Interruptible Metered C&I,DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,rate discount (set by member distribution co-op),Varies by member cooperative,"full or partial interruption up to 6 hrs/occurrence; max 300 hrs/yr; 30-min advance notice available on request",Member Cooperative Load Management,Peak load conditions,,,No,Unknown,Active,https://greatriverenergy.com/transmission-and-delivery/demand-response/member-cooperative-load-management-programs/,2026-08-08,High
