rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
ISO-NE,MA,Massachusetts Electric Co (National Grid MA),IOU,ConnectedSolutions - Smart Thermostats (Mass Save),DR-BYOT,Residential;SmallC&I,Thermostat/AC;HeatPump,Opt-in,one-time enrollment incentive + annual per-thermostat reward,$50 enrollment ($100 on low-income R-2 rate) + $20/yr per thermostat on central AC/heat pump,~15 events/summer; 2-3 hr; 3-8pm non-holiday weekdays Jun 1-Sep 30; max +4F offset; customer can opt out,,3-8pm weekdays Jun-Sep,,,No,Unknown,Active,https://www.masssave.com/residential/rebates-offers-services/connectedsolutions/connectedsolutions-thermostat,2026-09-26,Primary
ISO-NE,MA,Fitchburg Gas & Electric Light Co (Unitil MA),IOU,ConnectedSolutions - Smart Thermostats (Mass Save),DR-BYOT,Residential;SmallC&I,Thermostat/AC;HeatPump,Opt-in,one-time enrollment incentive + annual per-thermostat reward,$50 enrollment ($100 on low-income R-2 rate) + $20/yr per thermostat on central AC/heat pump,~15 events/summer; 2-3 hr; 3-8pm non-holiday weekdays Jun 1-Sep 30; max +4F offset; customer can opt out,,3-8pm weekdays Jun-Sep,,,No,Unknown,Active,https://www.masssave.com/residential/rebates-offers-services/connectedsolutions/connectedsolutions-thermostat,2026-09-26,Primary
ISO-NE,MA,Cape Light Compact,Municipal,ConnectedSolutions - Smart Thermostats (Mass Save),DR-BYOT,Residential;SmallC&I,Thermostat/AC;HeatPump,Opt-in,one-time enrollment incentive + annual per-thermostat reward,$50 enrollment ($100 on low-income R-2 rate) + $20/yr per thermostat on central AC/heat pump,~15 events/summer; 2-3 hr; 3-8pm non-holiday weekdays Jun 1-Sep 30; max +4F offset; customer can opt out,,3-8pm weekdays Jun-Sep,,,No,Unknown,Active,https://www.masssave.com/residential/rebates-offers-services/connectedsolutions/connectedsolutions-thermostat,2026-09-26,Primary
ISO-NE,MA,NSTAR Electric Co (Eversource MA),IOU,Massachusetts EV Home Charger Managed Charging,EV-Rate,Residential,EV/EVSE,Opt-in,enrollment incentive + monthly off-peak charging reward,$50 enrollment + $10/month (up to $120/yr) - Baseline (off-peak) or Advanced (scheduled) tier,Off-peak = all hours except 1-9pm; >=90% of a monthly session off-peak,,Peak 1-9pm daily (avoid),,,No,ConnectedSolutions,Active,https://www.eversource.com/residential/save-money-energy/clean-energy-options/electric-vehicles/ev-charger-managed-charging,2026-09-26,Primary
ISO-NE,MA,Massachusetts Electric Co (National Grid MA),IOU,Massachusetts EV Off-Peak Charging Program (Charge Smart MA),EV-Rate,Residential,EV/EVSE,Opt-in,$/kWh rebate on off-peak EV charging + enrollment incentive,$0.05/kWh off-peak Jun 1-Sep 30; $0.03/kWh off-peak Oct 1-May 31; $50 one-time enrollment,Off-peak 9pm-1pm daily (effective 2025-11-01),,Peak 1-9pm daily,,,No,ConnectedSolutions,Active,https://www.nationalgridus.com/electric-vehicle-hub/Programs/Massachusetts/Off-Peak-Charging-Program,2026-09-26,Secondary
ISO-NE,MA,NSTAR Electric Co (Eversource MA),IOU,Residential Seasonal Heat Pump Rate,TOU-Rate,Residential,HeatPump,Default,seasonal (not hourly) discounted distribution rate for heat-pump homes; auto-enroll Mass Save HP rebate recipients since 2019,$0.02052/kWh base distribution Nov-Apr (vs R-1 $0.06264); transmission $0.01492/kWh (vs $0.04545); effective 2025-11-01,,,Seasonal: Nov 1-Apr 30 discount; May-Oct standard R-1,see incentive_value (base distribution component only),,No,Unknown,Active,https://www.mass.gov/info-details/residential-electric-seasonal-heat-pump-rates,2026-09-26,Primary
ISO-NE,MA,Massachusetts Electric Co (National Grid MA),IOU,Residential Seasonal Heat Pump Rate,TOU-Rate,Residential,HeatPump,Default,seasonal (not hourly) discounted distribution rate for heat-pump homes; auto-enroll Mass Save HP rebate recipients since 2019,$0.02440/kWh base distribution Nov-Apr (vs R-1 $0.06677); effective 2025-11-01,,,Seasonal: Nov 1-Apr 30 discount; May-Oct standard R-1,see incentive_value (base distribution component only),,No,Unknown,Active,https://www.mass.gov/info-details/residential-electric-seasonal-heat-pump-rates,2026-09-26,Primary
ISO-NE,MA,Fitchburg Gas & Electric Light Co (Unitil MA),IOU,Residential Seasonal Heat Pump Rate,TOU-Rate,Residential,HeatPump,Default,seasonal (not hourly) discounted distribution rate for heat-pump homes; auto-enroll Mass Save HP rebate recipients since 2019,$0.03633/kWh base distribution Nov-Apr (vs R-1 $0.10176); effective 2025-11-01,,,Seasonal: Nov 1-Apr 30 discount; May-Oct standard R-1,see incentive_value (base distribution component only),,No,Unknown,Active,https://www.mass.gov/info-details/residential-electric-seasonal-heat-pump-rates,2026-09-26,Primary
ISO-NE,MA,Massachusetts Department of Energy Resources (DOER) - statewide,Federal/State,"SMART 3.0 (Solar Massachusetts Renewable Target, 225 CMR 28.00) - Energy Storage Adder",Storage-Incentive,All,Solar+Storage;Battery,Opt-in,$/kWh adder on solar production via Energy Storage Multiplier formula (storage kW/kWh vs PV kW); >25kW AC only,"PY2026 Energy Storage Multiplier $0.04/kWh (scaled by storage/PV ratio formula; storage >=25% of PV kW and >=2 hr); PY2026 base rates >25-250kW $0.2807/kWh, >250-500kW $0.2430, >500-1000kW $0.2317, >1-5MW $0.1790 (minus value of energy for BTM)",Storage must be online >=85% of Summer (May15-Sep14) and Winter (Dec-Feb) 4-8pm peak periods OR enroll in ConnectedSolutions/DPU-approved DR; >=100 complete cycle equivalents/yr; STGUs >1MW must co-locate storage unless locational adder,225 CMR 28.00; EDC SMART 3.0 tariffs approved by DPU 2026-07-08 (D.P.U. 25-175),,,SMART incentive is on top of net metering/value of energy,Yes,ConnectedSolutions (satisfies operational requirement); Clean Peak Standard (SMART ES Resource multiplier 0.3); Net Metering,Active,https://www.mass.gov/info-details/smart-30-program-details,2026-09-26,Primary
ISO-NE,MA,Massachusetts Department of Energy Resources (DOER) - statewide,Federal/State,SMART 3.0 - Flat Incentive Rate for STGUs <=25 kW AC,Export-Comp,Residential;SmallC&I,Solar+Storage,Opt-in,"flat $/kWh production incentive (cap-exempt), set annually from prior-year avg net metering credit",PY2026: $0.03/kWh (<=25kW AC); $0.06/kWh Low-Income STGUs; applications accepted from 2025-10-15; PY2026 600 MW AC capacity block for capped STGUs,,225 CMR 28.00,,,Paid in addition to net metering credits,Yes-restricted,Net Metering; ConnectedSolutions,Active,https://www.mass.gov/info-details/smart-30-program-details,2026-09-26,Primary
ISO-NE,MA,Massachusetts Department of Energy Resources (DOER) - statewide,Federal/State,SMART 1.0/2.0 (225 CMR 20.00) Energy Storage Adder,Storage-Incentive,All,Solar+Storage,Closed to new,$/kWh adder on solar production for co-located storage,,Operational requirement: 52 complete cycle equivalents/yr or DR (ConnectedSolutions) participation,225 CMR 20.00,,,,Yes,ConnectedSolutions; Clean Peak Standard,Closed to new enrollment,https://www.mass.gov/info-details/smart-10-20-program-details,2026-09-26,Secondary
ISO-NE,MA,Massachusetts Department of Energy Resources (DOER) - statewide,Federal/State,"Clean Peak Energy Standard (CPS, 225 CMR 21.00) - Clean Peak Energy Certificates (CPECs)",Storage-Incentive,All,Battery;Solar+Storage;GeneralLoad,Opt-in,tradable certificate per MWh discharged/reduced in Seasonal Peak Periods x multipliers; sold to retail suppliers,"ACP (price ceiling) per 2020 reg schedule: $43.46/MWh 2025, $41.92/MWh 2026, $40.38/MWh 2027 (later amendments may differ - see gaps); multipliers: summer & winter x4, spring/fall x1, monthly system peak hour x25, resilience x1.5, SMART ES resource x0.3, contracted x0.01, existing x0.1; NOTE 2024 emergency amendments lowered 2024-2028 Minimum Standard (see separate NTRM row)",Seasonal Peak Periods (business days): Spring Mar1-May14 5-9pm; Summer May15-Sep14 3-7pm; Fall Sep15-Nov30 4-8pm; Winter Dec1-Feb28 4-8pm; storage must charge primarily from renewables (co-location or charging windows),225 CMR 21.00,Summer 3-7pm; Fall/Winter 4-8pm; Spring 5-9pm (business days),,,Yes,ConnectedSolutions C&I (customer keeps CPECs); residential ConnectedSolutions CPECs assigned to PAs; SMART,Active,https://www.mass.gov/doc/clean-peak-energy-standard-final-regulation/download,2026-09-26,Primary
ISO-NE,MA,NSTAR Electric Co (Eversource MA),IOU,Net Metering (220 CMR 18.00),Export-Comp,All,Solar+Storage;Any,Opt-in,monthly net metering $ credit on net excess generation; credits roll over indefinitely (cap-exempt on-site-load facilities may cash out),Example: Eversource East R-1 Class I cap-exempt credit Aug 2024 = 27.607c/kWh (basic service 15.772 + distribution 7.820 + transmission 4.052 + transition -0.037),Class I <=60kW; Class II 60kW-1MW; Class III 1-2MW private (10MW public); private cap 408.24 MW / public 466.56 MW (Dec 2024); <=25kW renewable Class I is cap-exempt,"Net metering tariff (M.D.P.U.), 220 CMR 18.00",,,"Class I credit ~ basic service + distribution + transmission + transition (excludes customer charge, SBC/EE, demand charges, net metering recovery surcharge); some solar get 'market' credits at 60% or 100% per Appendix A",Yes-restricted,ConnectedSolutions; SMART 3.0,Active,https://www.mass.gov/info-details/net-metering-guide,2026-09-26,Primary
ISO-NE,MA,Massachusetts Electric Co (National Grid MA),IOU,Net Metering (220 CMR 18.00),Export-Comp,All,Solar+Storage;Any,Opt-in,monthly net metering $ credit on net excess generation; credits roll over indefinitely (cap-exempt on-site-load facilities may cash out),,Class I <=60kW; Class II 60kW-1MW; Class III 1-2MW private (10MW public); private cap 359.191 MW / public 410.504 MW (Dec 2024); <=25kW renewable Class I is cap-exempt,"Net metering tariff (M.D.P.U.), 220 CMR 18.00",,,"Class I credit ~ basic service + distribution + transmission + transition (excludes customer charge, SBC/EE, demand charges, net metering recovery surcharge); some solar get 'market' credits at 60% or 100% per Appendix A",Yes-restricted,ConnectedSolutions; SMART 3.0,Active,https://www.mass.gov/info-details/net-metering-guide,2026-09-26,Primary
ISO-NE,MA,Fitchburg Gas & Electric Light Co (Unitil MA),IOU,Net Metering (220 CMR 18.00),Export-Comp,All,Solar+Storage;Any,Opt-in,monthly net metering $ credit on net excess generation; credits roll over indefinitely (cap-exempt on-site-load facilities may cash out),,Class I <=60kW; Class II 60kW-1MW; Class III 1-2MW private (10MW public); private cap 7.167 MW / public 8.191 MW (Dec 2024); <=25kW renewable Class I is cap-exempt,"Net metering tariff (M.D.P.U.), 220 CMR 18.00",,,"Class I credit ~ basic service + distribution + transmission + transition (excludes customer charge, SBC/EE, demand charges, net metering recovery surcharge); some solar get 'market' credits at 60% or 100% per Appendix A",Yes-restricted,ConnectedSolutions; SMART 3.0,Active,https://www.mass.gov/info-details/net-metering-guide,2026-09-26,Primary
ISO-NE,RI,Rhode Island Energy (Narragansett Electric),IOU,ConnectedSolutions - Battery Energy Storage (Residential & Small Business),VPP,Residential;SmallC&I,Battery;Solar+Storage,Opt-in,$/kW-summer pay-for-performance on average event discharge; 5-summer rate lock,$225/kW-summer for enrollments on/after 2024-06-01 (cut from $400/kW for enrollees on/before 2024-05-31); legacy 2019-21 enrollees dropped to $200/kW after 5th summer; 2027-29 rates TBD in next 3-yr plan,Max 60 events/summer (42 called in 2024 and 2025); 2-3 hr; 3-8pm; Jun 1-Sep 30; any day except Juneteenth/July 4/Labor Day; no events before Type 1/2 storms; inverter <=50kW (larger -> C&I Daily Dispatch),"Rate classes A-16, A-60, C-06",3-8pm Jun-Sep,,Export allowed per ISA during events,Yes,Net Metering; Renewable Energy Growth (battery not behind REG meter); ISO-NE FCM; 0% HEAT loan (A-60 low-income only since 2024-06-01),Active,https://www.rienergy.com/site/-/media/rie-jss-app/home/ways-to-save/rebates-and-savings-programs/connectedsolutions/battery-program/RIE_Program-Guide_Battery-Energy-Storage-2025.ashx,2026-09-26,Primary
ISO-NE,RI,Rhode Island Energy (Narragansett Electric),IOU,ConnectedSolutions C&I - Daily Dispatch,VPP,SmallC&I;LargeC&I,Battery;GeneralLoad,Opt-in,$/kW-summer pay-for-performance; max $1M/participant/yr,$275/kW-summer for new customers (2024-2026 program),"Max 60 events/summer (41 in 2024, 42 in 2025); 2-3 hr; 3-8pm; Jun-Sep; day-ahead notice; targets top 40 daily peaks Jul-Aug","Rate classes C-06, G-02, G-32",3-8pm Jun-Sep,,,Yes,Targeted Dispatch (Dual Enrollment allowed); ISO-NE FCM,Active,https://rienergy.com/site/ways-to-save/save-money-with-rebates-and-incentives/savings-for-your-business/ci-connectedsolutions,2026-09-26,Primary
ISO-NE,RI,Rhode Island Energy (Narragansett Electric),IOU,ConnectedSolutions C&I - Targeted Dispatch,DR-Curtailment,SmallC&I;LargeC&I,GeneralLoad;Battery,Opt-in,$/kW-summer pay-for-performance,$35/kW-summer average curtailment (2024-2026),"2-8 events/summer (6 in 2024, 4 in 2025 per RIE recap); 3 hr; 3-8pm; Jun-Sep","Rate classes C-06, G-02, G-32",3-8pm Jun-Sep,,,Yes,Daily Dispatch (Dual Enrollment),Active,https://eec.ri.gov/wp-content/uploads/2026/02/RIE_ConnectedSolutions-2025-Summer-Recap_EEC-Meeting_02192026.pdf,2026-09-26,Secondary
ISO-NE,RI,Rhode Island Energy (Narragansett Electric),IOU,ConnectedSolutions - Bring Your Own Thermostat (BYOT),DR-BYOT,Residential;SmallC&I,Thermostat/AC;HeatPump,Opt-in,instant enrollment incentive + end-of-season participation incentive,$50 instant per thermostat + $20/season (enroll by Aug 15),~15 events/summer; 3 hr; 3-8pm; any day except holidays; max 80 event hr + 60 pre-cool hr/season,,3-8pm Jun-Sep,,,No,Unknown,Active,https://www.rienergy.com/site/-/media/rie-jss-app/home/ways-to-save/rebates-and-savings-programs/connectedsolutions/thermostat-program/rie_program_guide_byo_thermostat.ashx,2026-09-26,Primary
ISO-NE,RI,Rhode Island Energy (Narragansett Electric),IOU,ConnectedSolutions - Electric Vehicle Demand Response (EVDR),EV-Rate,Residential;SmallC&I,EV/EVSE,Opt-in,instant enrollment incentive + annual participation incentive,$50 instant + $20/yr per EV or EV charger,Max 60 events/summer (42 in 2025); 3-8pm Jun-Sep,,3-8pm Jun-Sep,,,No,Unknown,Active,https://www.rienergy.com/site/ways-to-save/save-money-with-rebates-and-incentives/connectedsolutions/electric-vehicle-demand-response-program,2026-09-26,Secondary
ISO-NE,RI,Rhode Island Energy (Narragansett Electric),IOU,Net Metering (R.I. Gen. Laws 39-26.4),Export-Comp,All,Solar+Storage;Any,Opt-in,kWh bill credits up to 100% of consumption; 100-125% at avoided cost (last-resort service rate); system sized to 3-yr avg load,Credits for output <=100% of billing-period consumption at retail net-metering credit; projects initiated after 2023-04-15 get credit reduced 20% (275 MW limit) per OER summary; 100-125% excess = last resort service charge for rate class,Credits capped at 125% of on-site consumption; virtual/remote net metering up to 10 MW for public/C&I/community,R.I. Gen. Laws 39-26.4-2,,,1:1 retail credit (80% for post-2023-04-15 projects) to 100% of use; avoided-cost (last resort service) for 100-125%,Yes-restricted,ConnectedSolutions; OER Energy Storage Rebate,Active,https://energy.ri.gov/renewable-energy/net-metering,2026-09-26,Primary
ISO-NE,RI,Rhode Island Office of Energy Resources (OER) - statewide,Federal/State,Energy Storage Rebate (ESR) Program,Storage-Incentive,Residential;SmallC&I;LargeC&I,Battery;Solar+Storage,Opt-in,"upfront $/kWh nameplate rebate (RGGI-funded, first-come); DR enrollment required","Tier 1 (<=25kW AC): $250/kWh up to $8,000 (income-eligible $500/kWh up to $16,000); Tier 2 (25-250kW AC): $175/kWh up to $45,500; $2.0M total ($1.3M Tier 1 / $0.7M Tier 2); launched April 10 (2026 program page)",Must enroll in RIE ConnectedSolutions or CSP DR; new BTM grid-tied only; residential <=50kW AC; not combinable with REF storage adder,,,,,Yes,ConnectedSolutions (required); 0% HEAT loan for A-60,Active,https://energy.ri.gov/storage/energy-storage-rebates,2026-09-26,Primary
ISO-NE,RI,Rhode Island Commerce - Renewable Energy Fund (statewide),Federal/State,Renewable Energy Fund (REF) Small-Scale Solar - Storage Adder,Storage-Incentive,Residential;SmallC&I,Solar+Storage,Opt-in,upfront storage adder on REF solar grant,,Mutually exclusive with OER ESR rebate for same equipment,,,,,Yes,Net Metering; ConnectedSolutions,Active,https://energy.ri.gov/storage/energy-storage-rebates,2026-09-26,Unverified
ISO-NE,CT,Connecticut Public Utilities Regulatory Authority (PURA) / CT Green Bank - statewide (Eversource CT & UI territories),Federal/State,"Energy Storage Solutions - Residential (new design, applications on/after 2026-04-01)",Storage-Incentive,Residential,Battery;Solar+Storage,Opt-in,"small upfront enrollment $/kWh + 10-yr performance $/kW (avg kW-AC during Active Dispatch events, paid twice annually)","Enrollment: $30/kWh standard, $130/kWh Grid-Edge; Performance (yrs 1-10): $300/kW standard, $450/kW underserved, $550/kW low-income. Example 20kW/30kWh: $900 ($3,900 Grid-Edge) enrollment + $18,000 / $27,000 / $33,000 performance over 10 yrs",Active Dispatch only (Passive Dispatch removed for new enrollees): ~50 summer events + ~5 winter events; performance from inverter data,,,,Export per interconnection,Yes,RRES/netting tariff (solar); CT Green Bank financing,Active,https://energystoragect.com/program-changes-for-april-1-2026/,2026-09-26,Primary
ISO-NE,CT,Connecticut Public Utilities Regulatory Authority (PURA) / CT Green Bank - statewide (Eversource CT & UI territories),Federal/State,"Energy Storage Solutions - Commercial & Industrial (new design, applications on/after 2026-04-01)",Storage-Incentive,SmallC&I;LargeC&I,Battery;Solar+Storage,Opt-in,enrollment $/kWh (Priority customers only) + 10-yr performance $/kW,"Enrollment: $10/kWh C&I Priority, none for Standard; Performance: Small/Medium C&I $325/kW yrs 1-5 then $175/kW yrs 6-10; Large C&I $275/kW yrs 1-5 then $175/kW yrs 6-10. Example 1.9MW/3.7MWh: ~$1.82-2.03M performance over 10 yrs",Active Dispatch: ~50 summer + ~5 winter events,ESS Program Manual rev. 2026-01-27,,,,Yes,Unknown,Active,https://energystoragect.com/program-changes-for-april-1-2026/,2026-09-26,Primary
ISO-NE,CT,Connecticut Public Utilities Regulatory Authority (PURA) / CT Green Bank - statewide (Eversource CT & UI territories),Federal/State,Energy Storage Solutions - Legacy design (upfront incentive + Passive Dispatch),Storage-Incentive,Residential;SmallC&I;LargeC&I,Battery;Solar+Storage,Closed to new,upfront $/kWh incentive tied to 10-yr summer Passive Dispatch schedule + performance $/kW for Active Dispatch,"Example 20kW/30kWh residential: upfront $6,375 ($9,563 Grid-Edge) standard, $13,500-16,000 underserved, $16,000 low-income + ~$11,627 performance over 10 yrs",Passive Dispatch daily summer schedule for 10 yrs + Active Dispatch events; closed to applications after 2026-03-31,ESS Program Manual rev. 2026-01-27,,,,Yes,Unknown,Closed to new enrollment,https://energystoragect.com/program-changes-for-april-1-2026/,2026-09-26,Primary
