rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
PJM,OH,Ohio Power Company (AEP Ohio),IOU,Interruptible Power Rider - Expanded,DR-Curtailment,LargeC&I,GeneralLoad;Generator,Opt-in,bill credit/discount for curtailable load,,,Sheet No. 471-1 to 471-3 (AEP Ohio Tariff Book),,,,Unclear,Unknown,Active,https://www.aepohio.com/lib/docs/ratesandtariffs/Ohio/April_2026_AEP_Ohio_Tariff_Book.pdf,2026-08-08,Medium
PJM,OH,Ohio Power Company (AEP Ohio),IOU,Net Energy Metering Service / Excess Generation Credit,Export-Comp,Residential;SmallC&I,Solar+Storage,Default,volumetric credit at generation rate (not full retail),~$0.11/kWh (2025 Generation Energy Rider rate) for excess generation credit,System limited to 120% of customer's average annual usage (PUCO net metering rule); excess credit carries forward as monetary credit on future bills,Net Energy Metering Service tariff,,,"Net billing at unbundled generation rate only (~11c/kWh); no credit for T&D charges; excess rolls forward as monetary credit",Yes-restricted,Unknown,Active,https://www.aepohio.com/lib/docs/cleanenergy/renewable/NetEnergyMeteringService2-10-2020.pdf,2026-08-08,Medium
PJM,OH,Duke Energy Ohio,IOU,Rate TD - Optional Time-of-Day Rate,TOU-Rate,Residential,GeneralLoad;Any,Opt-in,rate discount off-peak vs on-peak,"on-peak ~18.0c/kWh, off-peak ~8.0c/kWh (per secondary source aggregation of Duke OH TOU tariffs)",,Rate TD (P.U.C.O. No. 19, Sheet 33),Weekdays ~1pm-7pm Jun-Sep (approx per secondary source),on ~18.0c/kWh / off ~8.0c/kWh,,Unclear,Unknown,Active,"https://puco.ohio.gov/static/empliibrary/files/docketing/tariffs/Electric/Duke%20Energy%20Ohio%20-%20Electric/PUCO%2019%20Schedules%20of%20Rates,%20Classifications,%20Rules%20andRegulations.pdf",2026-08-08,Medium
PJM,OH,Duke Energy Ohio,IOU,Rate TD-CPP - Optional Time-of-Day Rate for Residential Service with Critical Peak Pricing,CPP-PTR,Residential,GeneralLoad;Any,Opt-in,critical peak event pricing overlay on TOU rate,,,"Rate TD-CPP (P.U.C.O. No. 19, Sheet 32)",,,,Unclear,Unknown,Active,"https://puco.ohio.gov/static/empliibrary/files/docketing/tariffs/Electric/Duke%20Energy%20Ohio%20-%20Electric/PUCO%2019%20Schedules%20of%20Rates,%20Classifications,%20Rules%20andRegulations.pdf",2026-08-08,Low
PJM,OH,Duke Energy Ohio,IOU,Rate RTP / Rider RTP II - Real Time Pricing Program,RTP-Rate,LargeC&I,GeneralLoad;Battery,Opt-in,hourly market-indexed supply price,,,"Rate RTP / Rider RTP II (P.U.C.O. No. 19, Sheet 90)",Varies hourly,,,Yes,Unknown,Active,"https://puco.ohio.gov/static/empliibrary/files/docketing/tariffs/Electric/Duke%20Energy%20Ohio%20-%20Electric/PUCO%2019%20Schedules%20of%20Rates,%20Classifications,%20Rules%20andRegulations.pdf",2026-08-08,Medium
PJM,OH,Duke Energy Ohio,IOU,Rider NM - Net Metering Rider,Export-Comp,Residential;SmallC&I,Solar+Storage,Default,volumetric bill credit at avoided-cost/generation rate,avoided-cost rate ~3-5c/kWh (post-HB6) vs ~13-14c/kWh full retail,"credits roll over monthly within 12-month cycle; annual cash-out option for surplus credits; no separate NM rider fee","Rider NM (P.U.C.O. No. 19, Sheet 47-48); Rider NM-H for hospitals",,,"Net metering credited at generation-only rate (avoided cost ~3-5c/kWh), no delivery credit; annual true-up with cash payout option",Yes-restricted,Unknown,Active,"https://puco.ohio.gov/static/empliibrary/files/docketing/tariffs/Electric/Duke%20Energy%20Ohio%20-%20Electric/PUCO%2019%20Schedules%20of%20Rates,%20Classifications,%20Rules%20andRegulations.pdf",2026-08-08,Medium
PJM,OH,Ohio Edison Company,IOU,Time-of-Day Option (Residential) (feature of Rider GEN),TOU-Rate,Residential,GeneralLoad;Any,Opt-in,rate discount off-peak vs on-peak; three-period TOU,"Summer: midday peak ~$0.21/kWh, shoulder ~$0.17/kWh, off-peak ~$0.15/kWh (illustrative rates, vary by SSO auction)",Requires FirstEnergy-installed smart meter; must take SSO generation (not shopping with CRES); voluntary opt-in/opt-out anytime,Rider GEN - Time-of-Day Option (Residential),Midday peak 2-6pm weekdays; shoulder 6am-2pm & 6-8pm weekdays; off-peak all other hours/weekends; excludes 6 major holidays,on ~$0.21/kWh mid-peak / shoulder ~$0.17/kWh / off ~$0.15/kWh,,Unclear,Unknown,Active,https://www.firstenergycorp.com/help/smart-meters/oh-smartmeter/time-varying-rate-option.html,2026-08-08,High
PJM,OH,The Cleveland Electric Illuminating Company,IOU,Time-of-Day Option (Residential) (feature of Rider GEN),TOU-Rate,Residential,GeneralLoad;Any,Opt-in,rate discount off-peak vs on-peak; three-period TOU,"Midday peak ~$0.22/kWh, shoulder ~$0.17/kWh, off-peak ~$0.15/kWh (illustrative rates, vary by SSO auction)",Requires FirstEnergy-installed smart meter; must take SSO generation (not shopping with CRES); voluntary opt-in/opt-out anytime,Rider GEN - Time-of-Day Option (Residential),Midday peak 2-6pm weekdays; shoulder 6am-2pm & 6-8pm weekdays; off-peak all other hours/weekends; excludes 6 major holidays,on ~$0.22/kWh mid-peak / shoulder ~$0.17/kWh / off ~$0.15/kWh,,Unclear,Unknown,Active,https://www.firstenergycorp.com/help/smart-meters/oh-smartmeter/time-varying-rate-option.html,2026-08-08,High
PJM,OH,Toledo Edison Company,IOU,Time-of-Day Option (Residential) (feature of Rider GEN),TOU-Rate,Residential,GeneralLoad;Any,Opt-in,rate discount off-peak vs on-peak; three-period TOU,Same three-period TOU structure as Ohio Edison/Illuminating Co.; specific c/kWh not separately published,Requires FirstEnergy-installed smart meter; must take SSO generation (not shopping with CRES); voluntary opt-in/opt-out anytime,Rider GEN - Time-of-Day Option (Residential),Midday peak 2-6pm weekdays; shoulder 6am-2pm & 6-8pm weekdays; off-peak all other hours/weekends; excludes 6 major holidays,,,Unclear,Unknown,Active,https://www.firstenergycorp.com/help/smart-meters/oh-smartmeter/time-varying-rate-option.html,2026-08-08,Medium
PJM,OH,Ohio Edison Company,IOU,Net Energy Metering Rider,Export-Comp,Residential;SmallC&I,Solar+Storage,Default,1:1 kWh offset then generation-only credit for excess,,"Residential net metering capped at 10 kW AC; excess energy credited at applicable generation component of customer's rate schedule",Net Energy Metering Rider,,,"1:1 energy offset up to delivered amount per billing period; excess exported credited at generation-only rate (no T&D credit)",Yes-restricted,Unknown,Active,https://www.firstenergycorp.com/feconnect/ohio-interconnection/OH-retail-interconnection/frequentlyaskedquestions.html,2026-08-08,Medium
PJM,OH,The Cleveland Electric Illuminating Company,IOU,Net Energy Metering Rider,Export-Comp,Residential;SmallC&I,Solar+Storage,Default,1:1 kWh offset then generation-only credit for excess,,"Residential net metering capped at 10 kW AC; excess energy credited at applicable generation component of customer's rate schedule",Net Energy Metering Rider,,,"1:1 energy offset up to delivered amount per billing period; excess exported credited at generation-only rate (no T&D credit)",Yes-restricted,Unknown,Active,https://www.firstenergycorp.com/feconnect/ohio-interconnection/OH-retail-interconnection/frequentlyaskedquestions.html,2026-08-08,Medium
PJM,OH,Toledo Edison Company,IOU,Net Energy Metering Rider,Export-Comp,Residential;SmallC&I,Solar+Storage,Default,1:1 kWh offset then generation-only credit for excess,,excess energy credited at applicable generation component of customer's rate schedule (statewide PUCO net metering rule),Net Energy Metering Rider,,,"1:1 energy offset up to delivered amount per billing period; excess exported credited at generation-only rate (no T&D credit)",Yes-restricted,Unknown,Active,https://www.firstenergycorp.com/feconnect/ohio-interconnection/OH-retail-interconnection/frequentlyaskedquestions.html,2026-08-08,Medium
PJM,OH,AES Ohio (Dayton Power and Light Company),IOU,Net Metering,Export-Comp,Residential;SmallC&I,Solar+Storage,Default,generation credit for excess energy at Standard Offer generation rate,,Bidirectional meter installed; monthly excess generation credited unless customer has alternate generation supplier net-meter contract,Net metering tariff,,,Excess generation credited at Standard Offer Rate (generation-only) unless customer has separate CRES net-meter agreement,Yes-restricted,Unknown,Active,https://www.aes-ohio.com/net-metering,2026-08-08,High
PJM,OH,AES Ohio (Dayton Power and Light Company),IOU,EVSE Charger Rebate Program,EV-Rate,Residential;SmallC&I;LargeC&I,EV/EVSE,Opt-in,upfront capital rebate for charger installation,"Level 2: 80% of eligible project cost, up to $10,000/station; DC Fast Charger: 100% of eligible project cost, up to $75,000/station","$5.1M program budget, first-come-first-served; all Level 2 and DCFC funds currently reserved (not accepting new applications as of program status check)",EVSE Rebate Program,,,,No,Off-Peak Charging Rewards,Active,https://www.aes-ohio.com/evse-rebate-program,2026-08-08,High
PJM,OH,AES Ohio (Dayton Power and Light Company),IOU,Home EV Charging (Off-Peak Charging Rewards) Program,EV-Rate,Residential,EV/EVSE,Opt-in,flat enrollment + annual off-peak charging bill credit,"$150 one-time enrollment incentive + up to $100/yr recurring reward for off-peak charging, up to $350 total","New enrollments paused; expected to reopen Sept 2026 with limited spots",Off-Peak Charging Rewards,,,,No,EVSE Rebate Program,Active,https://www.aes-ohio.com/home-ev-charging-rewards,2026-08-08,High
PJM,OH,Cleveland Public Power,Municipal,Net Metering Service,Export-Comp,Residential;SmallC&I;LargeC&I,Solar+Storage,Opt-in,kWh credit for net excess generation fed back to grid,,"Bidirectional single meter installed/owned by Division; remaining credit balance zeroed out with no liability to Division upon service termination",Cleveland Codified Ordinances Sec. 523.26 - Net Metering Service,,,"Customer credited in kWh for generation in excess of kWh supplied during billing period; net metering not bound by PUCO IOU generation-only rule since municipal utility",Yes,Unknown,Active,https://codelibrary.amlegal.com/codes/cleveland/latest/cleveland_oh/0-0-0-27494,2026-08-08,High
PJM,OH,Bowling Green Municipal Utilities,Municipal,Net Metering,Export-Comp,Residential;SmallC&I,Solar+Storage,Opt-in,negotiated treatment of net excess generation,,"Available for wind, solar, hydro, fuel cells, microgenerators up to 25 kW (larger sites negotiated); no cap on overall program enrollment",Standard Interconnection Permit / Net Metering,,,Net excess generation (NEG) treatment individually negotiated with BGMU (not statutory generation-only credit since municipal utility),Yes-restricted,Unknown,Active,https://openei.org/wiki/Bowling_Green_Municipal_Utilities_-_Net_Metering_(Ohio),2026-08-08,Medium
PJM,OH,South Central Power Company,Cooperative,Net Billing (Excess Generation Purchase via Buckeye Power),Export-Comp,Residential;SmallC&I,Solar+Storage,Default,hourly net-billed purchase of excess generation at cooperative-determined rate,"rate set annually by Buckeye Power reflecting ""true cost of energy to the Cooperative's membership"" (not published as fixed c/kWh)","Effective since March 1, 2022 (transitioned from net metering to net billing); settled hourly - excess only credited for hours where generation exceeds home usage",Net billing (no traditional NM rider - governed by G&T purchase agreement with Buckeye Power),,,"Net billing settled hourly at Buckeye Power's annually-set avoided-cost-like rate, not full retail; co-op exempt from Ohio's statutory net metering rule",Yes-restricted,Unknown,Active,https://www.southcentralpower.com/faqs/does-south-central-power-company-use-net-billing-or-net-metering/,2026-08-08,High
PJM,OH,Buckeye Power Inc. (G&T for Ohio's Electric Cooperatives),Cooperative,Qualifying Facility / Net-Billed Generation Purchase Rate,Export-Comp,Residential;SmallC&I;LargeC&I,Solar+Storage;Generator,Default,avoided-cost energy/capacity purchase rate for net-billed QFs,"for QFs >5 MVA design capacity, purchase rate reflects at least Buckeye's actual avoided costs; smaller QF/net-billed rates set per member co-op tariffs","24 Ohio-based member distribution cooperatives; rural electric co-ops exempt from Ohio's statutory net metering rule and set own rates/system-size limits",Buckeye Power PURPA/net-billing purchase rate policy,,,"Net billing at G&T avoided-cost rate, not retail; varies by member co-op and facility size",Yes-restricted,Unknown,Active,https://www.buckeyerec.coop/index.php/service-policies/,2026-08-08,Medium
PJM,OH,Ohio Power Company (AEP Ohio),IOU,Power Rewards: Smart Thermostat Program,DR-BYOT,Residential,Thermostat/AC,Opt-in,"upfront rebate/enrollment reward plus annual participation incentive","$75 instant rebate on eligible smart thermostat purchase + enroll; OR $50 enrollment reward for existing eligible thermostat; $25/yr for participating in >=75% of events","Events up to 4 hours; summer cooling season May-Sep, winter heating season Oct-Apr; thermostat setpoint adjusted up to 3 degrees during events",Power Rewards Smart Thermostat Program,,,,No,Unknown,Active,https://www.occ.ohio.gov/content/aep-ohios-power-rewards-smart-thermostat-program,2026-08-08,High
PJM,OH,American Municipal Power Inc. (AMP),Municipal,Community Energy Savings: Smart Thermostat Program,DR-BYOT,Residential,Thermostat/AC,Opt-in,DERMS-managed thermostat adjustment for system peak reduction; incentive varies by member utility,"varies by participating AMP Member (e.g., prepaid card or bill credit); administered centrally via thermostatrewards.com/amp","Thermostat adjustment up to 4 degrees during summer peak events, May 1-Sep 30, events typically <=4 hrs; customer can opt out of individual events without penalty","Program serves ~10+ AMP Member municipal utilities including Bowling Green, Westerville (Nest Rush Hour/Community Energy Savings), Wadsworth, and others",,,,No,Unknown,Active,https://www.amppartners.org/services/community-energy-savings-smart-thermostat-program/,2026-08-08,High
PJM,OH,City of Wadsworth (Wadsworth Electric),Municipal,Wadsworth Community Energy Savings Program (Smart Thermostat DR),DR-BYOT,Residential,Thermostat/AC,Opt-in,upfront enrollment incentive plus efficiency rebate,"$55 prepaid Mastercard for enrolling (via Energy Hub); $100 rebate from Efficiency Smart for purchasing qualifying smart thermostat; legacy Peak Rewards members eligible for up to additional $100 bill credit",Program replaced Wadsworth's earlier Peak Rewards thermostat program (expired 2022); temporary thermostat adjustments during peak demand days June-October,Community Energy Savings Program (via AMP),,,,No,Efficiency Smart rebates,Active,https://www.wadsworthcity.com/990/Thermostat-Rebate,2026-08-08,High
PJM,OH,City of Westerville (Westerville Electric Division),Municipal,Community Energy Savings Program (Smart Thermostat DR),DR-BYOT,Residential;SmallC&I,Thermostat/AC,Opt-in,upfront enrollment reward for thermostat participation,$55 Visa e-gift card upon enrollment/approval,"Not available to Nest thermostat owners (they use separate Nest Rush Hour Rewards program instead); requires wi-fi connected qualifying smart thermostat",Community Energy Savings Program (via AMP),,,,No,"Nest Rush Hour Rewards;PowerUp EV Program",Active,https://www.westerville.org/services/electric/programs/community-energy-savings-program,2026-08-08,High
PJM,OH,City of Westerville (Westerville Electric Division),Municipal,PowerUp Residential EV Off-Peak Charging Program,EV-Rate,Residential,EV/EVSE,Opt-in,upfront rebate plus off-peak charging bill credit,"$300 one-time rebate + $0.04/kWh bill credit for off-peak EV charging",Requires dedicated 240V circuit and exterior meter base (WED installs meter head free); 3-year program participation commitment,PowerUp Residential EV Off-Peak Charging Program,Off-peak: 8pm-6am Mon-Fri and all day Sat-Sun,off-peak EV credit $0.04/kWh,,No,Community Energy Savings Program,Active,https://www.westerville.org/services/electric/programs/powerup-residential-ev-off-peak-charging-program,2026-08-08,High
PJM,OH,City of Westerville (Westerville Electric Division),Municipal,Commercial Solar Rebate Program,Storage-Incentive,SmallC&I;LargeC&I,Solar+Storage,Opt-in,upfront $/Watt-AC rebate,"$0.10/Watt-AC, up to $10,000 (systems <=100 kW)",Rebate paid via check after system confirmed operational and program requirements met,Commercial Solar Rebate Program,,,,Unclear,Unknown,Active,https://www.westerville.org/services/electric/programs/commercial-solar-rebate-program,2026-08-08,High
PJM,OH,City of Cuyahoga Falls (Cuyahoga Falls Electric),Municipal,Schedule GSL/GSD On-Peak Demand Ratchet,Demand-Charge,LargeC&I,GeneralLoad;Battery,Default,demand charge with on-peak/off-peak demand ratchet relevant to BESS peak shaving,"GSL: demand $17.95/KW + energy $0.06802/KWH, $100/mo customer charge; GSD: demand $16.15/KW + energy $0.06632/KWH, $325/mo customer charge","Billing demand = greatest of: highest 15-min KW in month, 60% of highest demand in preceding 11 months, or 50 KW minimum; when on/off-peak metering used, demand = greater of on-peak demand or 25% of off-peak demand",Schedule GSL (933.05); Schedule GSD (933.06),On-peak: 8:00am-9:00pm normal business days; all other hours off-peak,,,Yes,Unknown,Active,https://www.cityofcf.com/departments/electric/commercial-rates,2026-08-08,High
PJM,OH,Duke Energy Ohio,IOU,Rider LM - Load Management Rider,DR-Curtailment,LargeC&I,GeneralLoad;Generator,Opt-in,bill credit/discount for curtailable/controllable load (rate detail not published in available sources),,,"Rider LM (P.U.C.O. No. 19, Sheet 76)",,,,Unclear,Unknown,Active,"https://puco.ohio.gov/static/empliibrary/files/docketing/tariffs/Electric/Duke%20Energy%20Ohio%20-%20Electric/PUCO%2019%20Schedules%20of%20Rates,%20Classifications,%20Rules%20andRegulations.pdf",2026-08-08,Low
PJM,OH,Duke Energy Ohio,IOU,Rider PLM - Peak Load Management Program,DR-DLC,Residential;SmallC&I,Thermostat/AC;ElectricWaterHeater,Opt-in,switch-based direct load control incentive (rate detail not published in available sources),,,"Rider PLM (P.U.C.O. No. 19, Sheet 87)",,,,No,Unknown,Active,"https://puco.ohio.gov/static/empliibrary/files/docketing/tariffs/Electric/Duke%20Energy%20Ohio%20-%20Electric/PUCO%2019%20Schedules%20of%20Rates,%20Classifications,%20Rules%20andRegulations.pdf",2026-08-08,Low
PJM,OH,Duke Energy Ohio,IOU,Rider TES - Thermal Energy Storage Rider,Storage-Incentive,SmallC&I;LargeC&I,Battery;GeneralLoad,Opt-in,rate/rider supporting thermal energy storage equipment (rate detail not published in available sources),,,"Rider TES (P.U.C.O. No. 19, Sheet 78)",,,,Unclear,Unknown,Active,"https://puco.ohio.gov/static/empliibrary/files/docketing/tariffs/Electric/Duke%20Energy%20Ohio%20-%20Electric/PUCO%2019%20Schedules%20of%20Rates,%20Classifications,%20Rules%20andRegulations.pdf",2026-08-08,Low
PJM,OH,Cleveland Public Power,Municipal,Capacity Enhancement Incentive Rate Schedules,Demand-Charge,LargeC&I,GeneralLoad;Battery,Closed to new,fixed 10-yr demand/energy rate schedule for capacity-enhancement-zone customers,"e.g. demand $14.269/KWD (first 200 KWD, summer) down to $11.723/KWD (excess, >=650kW class); energy declining-block $0.06709 to $0.01362/KWH depending on block and class","Required peak demand >=150kW and 10-year contract; no longer available for new commercial customers entering contracts on/after 1/1/2025 (available for contracts signed before 12/31/2024, remains in effect for contract duration)",Cleveland Codified Ordinances Sec. 523.049,Summer: Jun-Sep; Winter: Oct-May,,,Yes,Unknown,Closed to new enrollment,https://codelibrary.amlegal.com/codes/cleveland/latest/cleveland_oh/0-0-0-27273,2026-08-08,High
