rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
FRCC-nonRTO,FL,Tampa Electric Company,IOU,Energy Planner (Residential TOU),TOU-Rate,Residential,Any,Opt-in,rate discount/premium by time period,off-peak as low as 11.044c/kWh vs standard 14.235c/kWh,avg 8-10% annual bill savings reported,,Weekdays 2pm-8pm approx (peak),on/off differential ~3.2c/kWh (approx),,Unclear,Unknown,Active,https://www.tampaelectric.com/residential/saveenergy/energyplanner/,2026-09-24,Primary
FRCC-nonRTO,FL,Tampa Electric Company,IOU,Time-of-Day Service (Business),TOU-Rate,SmallC&I;LargeC&I,Any,Opt-in,rate discount/premium by time period,GST off-peak 7.514c/kWh vs on-peak 14.113c/kWh (eff. Jan 2026),,GST/GSDT,Weekdays 2pm-8pm,"on 14.113c/kWh / off 7.514c/kWh (GST, eff Jan 2026)",,Unclear,Unknown,Active,https://www.tampaelectric.com/business/billing-options/time-of-day-service/,2026-09-24,Primary
FRCC-nonRTO,FL,Tampa Electric Company,IOU,Net Metering,Export-Comp,All,Solar+Storage,Opt-in,full retail monthly netting under PSC Rule 25-6.065,,,,,,1:1 monthly netting; excess banked for future months,Yes-restricted,Unknown,Active,https://www.tampaelectric.com/solarsolutions/solareducation/incentives/,2026-09-24,Secondary
FRCC-nonRTO,FL,JEA,Municipal,Net Metering / Distributed Generation Policy,Export-Comp,All,Solar+Storage,Opt-in,monthly netting; annual true-up at fuel charge rate (post-2018 customers); pre-2018 grandfathered at full retail for 20 yrs,10 MW aggregate system-wide cap for Tier 1-3 net metering,,,,,1:1 monthly netting; annual true-up in Dec paid at retail rate (fuel+conservation+environmental charges) for post-4/1/2018 interconnections; full retail rate for pre-4/1/2018 customers through 20-yr grandfather,Yes-restricted,Unknown,Active,https://www.jea.com/Environment/Distributed_Generation_Policy/,2026-09-25,Secondary
FRCC-nonRTO,FL,JEA,Municipal,SmartSavings (Dual Flex Pricing / Demand Rate),Demand-Charge,Residential,Any,Opt-in,"two demand charges: Peak-Hours max demand + Anytime max demand, plus lower energy rate",,,,Apr-Oct: weekdays noon-7pm; Nov-Mar: weekdays 6-9am,,,Unclear,Unknown,Active,https://www.jea.com/my_account/rates/smartsavings/,2026-09-25,Secondary
FRCC-nonRTO,FL,Orlando Utilities Commission,Municipal,TruNet Solar (Net Metering),Export-Comp,All,Solar+Storage,Opt-in,full retail rate (grandfathered) or Community Solar Energy rate + Retail Levelized Fuel Rate (new),,,,,,"Pre-6/30/2025 interconnection: full retail rate (10.7c/kWh) through 6/30/2045; post-6/30/2025: full retail during grace period to Fall 2026, then Community Solar Energy rate (4.6c/kWh) through 6/30/2030, then Retail Levelized Fuel Rate",Yes-restricted,OUC Battery Storage Rebate (forfeits full retail export rate),Active,https://www.ouc.com/solutions-programs/solar-programs/rooftop-solar/,2026-09-25,Primary
FRCC-nonRTO,FL,Orlando Utilities Commission,Municipal,Battery Storage Rebate,Storage-Incentive,Residential,Battery;Solar+Storage,Opt-in,"one-time rebate, must pair with solar PV","up to $2,000 one-time rebate (2019 pilot, first 50 customers; program under evaluation for next phase per 2024 status)",limit one per customer; must forfeit TruNet full retail export rate to participate,,,,forfeits TruNet Full Retail Rate (10.7c/kWh) for exported energy if rebate taken,Yes,TruNet Solar (mutually exclusive on export rate),Active,https://www.ouc.com/solutions-programs/savings/rebates/battery-storage/,2026-09-25,Primary
FRCC-nonRTO,FL,Orlando Utilities Commission,Municipal,PeakSHIFT Plan (DemandLevel + Shift & Save),Demand-Charge,Residential,Any,Default,"fixed monthly demand-tier charge based on monthly peak usage, plus off-peak usage incentive","DemandLevel fixed charges of $5, $10 or $15/mo based on monthly peak kW tier (effective ~March 2026); Shift & Save TOU incentive follows January 2027",,,,,,Unclear,Unknown,Proposed/pending,https://www.ouc.com/about/news/ouc-approve-peakshift-plan/,2026-09-25,Primary
FRCC-nonRTO,FL,Lakeland Electric,Municipal,Shift to Save Plan,TOU-Rate,Residential,Any,Opt-in,on/off-peak per-kWh energy + fuel charge differential,Energy: on-peak $0.14140/kWh vs off-peak $0.01592/kWh; Fuel: on-peak $0.069597/kWh vs off-peak $0.051528/kWh (effective 6/1/2026),Weekends and 6 major holidays are off-peak,,"Summer (Apr-Oct): on-peak 12:01pm-9pm, off-peak 9:01pm-12pm; Winter (Nov-Mar): on-peak 6:01-10am & 6:01-10pm, off-peak 10:01pm-6am & 10:01am-6pm","on $0.14140+$0.069597=~$0.211/kWh / off $0.01592+$0.051528=~$0.067/kWh (summer, effective 6/1/2026)",,Unclear,Unknown,Active,https://lakelandelectric.com/billing-and-payment/pricing-plans,2026-09-25,Primary
FRCC-nonRTO,FL,Lakeland Electric,Municipal,Demand Price Plan,Demand-Charge,Residential,Any;Battery,Opt-in,low energy rate + demand charge during peak window,Demand charge $6.69/kW (or $5.77/kW with Value of Solar Credit); Energy $0.02674/kWh; Fuel $0.057/kWh (effective 6/1/2026),"Peak = weekdays only, ~15% of year; 6 holidays off-peak",,Winter (Nov1-Mar31): weekdays 6:01-10am; Summer (Apr1-Oct31): weekdays 1:01-8pm,,,Yes-restricted,Unknown,Active,https://lakelandelectric.com/billing-and-payment/pricing-plans,2026-09-25,Primary
FRCC-nonRTO,FL,Lakeland Electric,Municipal,Net Metering / PV-ESS Interconnection,Export-Comp,All,Solar+Storage,Opt-in,net metering per Agreement for Parallel Connection of PV and/or ESS up to 2MW,,up to 2 MW system size,,,,per PSC Rule 25-6.065 standard net metering (retail rate monthly netting),Yes-restricted,Unknown,Active,https://cdn.kubra.com/a_published/lakelandelectric/assets-docs/rate%20tariff%20%20fy26%20-%20effective%2010.01.25.pdf,2026-09-25,Secondary
FRCC-nonRTO,FL,Gainesville Regional Utilities,Municipal,General Service Time-of-Demand (GSD),Demand-Charge,SmallC&I;LargeC&I,GeneralLoad,Opt-in,"demand charge above 49kW threshold, or non-demand rate below","Customer charge $100/mo, Demand charge $8.50/kW-month, Energy $0.04/kWh (GSD, as filed); GSND alternative: Customer charge $29.50/mo, Energy $0.069/kWh (0-1500kWh), $0.100/kWh (>1500kWh)",min 12-month commitment; billed for min 35kW once 50kW+ demand established during peak,GSD/GSND,"Weekdays 6am-10pm (peak), weekends/holidays excluded",,,No,Unknown,Active,https://www.gru.com/Portals/0/GS-Time%20of%20Demand.pdf,2026-09-25,Primary
FRCC-nonRTO,FL,Gainesville Regional Utilities,Municipal,Net Metering,Export-Comp,All,Solar+Storage,Opt-in,net metering at retail rate per PSC Rule 25-6.065,,,,,,1:1 monthly netting at retail rate,Yes-restricted,Unknown,Active,https://www.gru.com/Portals/0/FY2025%20850%20Electric%20rates.pdf,2026-09-25,Secondary
FRCC-nonRTO,FL,City of Tallahassee Utilities,Municipal,Net Metering,Export-Comp,All,Solar+Storage,Opt-in,net excess generation (NEG) carried to next bill at retail rate; annual reconciliation,"up to 100 kW system size; NEG reconciled over rolling 12-month period, unused balance granted to utility at year-end without compensation",,,,,1:1 monthly netting at retail rate; unclaimed annual excess forfeited to utility (no cash-out),Yes-restricted,Unknown,Active,https://www.energybot.com/incentives/florida/city-of-tallahassee-utilities-net-metering-2634.html,2026-09-25,Secondary
FRCC-nonRTO,FL,City of Tallahassee Utilities,Municipal,Time-of-Use Rate,TOU-Rate,Residential,Any,Opt-in,on/off-peak per-kWh rate,"Standard $0.10267/kWh; off-peak $0.05640/kWh; on-peak $0.2136/kWh (approx., per third-party rate summary)",,,,on $0.2136/kWh / off $0.05640/kWh (approx.),,Unclear,Unknown,Active,https://www.talgov.com/you/you-customer-helpful-rates,2026-09-25,Unverified
FRCC-nonRTO,FL,Withlacoochee River Electric Cooperative,Cooperative,"Cooperative Rewards (BYOT, via Seminole Electric)",DR-BYOT,Residential,Thermostat/AC,Opt-in,annual bill credit + sweepstakes entry for high participation,up to $30/yr bill credit; chance at $250 prize if 75%+ of control minutes completed (summer+winter),"eligible thermostats: Alarm.com, Emerson Sensi, Honeywell Home, Lux, Ecobee, Google Nest",,,,,Unclear,Unknown,Active,https://www.seminole-electric.com/cooperative-rewards/,2026-09-25,Secondary
FRCC-nonRTO,FL,Withlacoochee River Electric Cooperative,Cooperative,Net Metering,Export-Comp,All,Solar+Storage,Opt-in,excess credited to next bill at retail rate; annual reconciliation at avoided cost,,,,,,monthly credit at retail rate; annual true-up excess paid at avoided-cost rate,Yes-restricted,Unknown,Active,https://www.solarqcgroup.com/solar-incentives/FL/20702/withlacoochee-river-electric-coop-inc-net-metering,2026-09-25,Secondary
FRCC-nonRTO,FL,SECO Energy,Cooperative,"Cooperative Rewards (BYOT, via Seminole Electric)",DR-BYOT,Residential,Thermostat/AC,Opt-in,annual bill credit + sweepstakes entry for high participation,up to $30/yr bill credit; chance at $250 prize if 75%+ of control minutes completed,"eligible thermostats: Alarm.com, Emerson Sensi, Honeywell Home, Lux, Ecobee, Google Nest",,,,,Unclear,Unknown,Active,https://www.seminole-electric.com/cooperative-rewards/,2026-09-25,Secondary
FRCC-nonRTO,FL,SECO Energy,Cooperative,Net Metering (avoided cost),Export-Comp,All,Solar+Storage,Opt-in,"excess energy credited at SECO's avoided (wholesale) cost, not retail rate",,member treated as small wholesale power provider,,,,"export credited at SECO's avoided cost (same rate SECO pays Seminole for fossil generation), not retail rate",Yes-restricted,Unknown,Active,https://secoenergy.com/tag/net-metering/,2026-09-25,Secondary
FRCC-nonRTO,FL,"Clay Electric Cooperative, Inc.",Cooperative,"Cooperative Rewards (BYOT, via Seminole Electric)",DR-BYOT,Residential,Thermostat/AC,Opt-in,annual bill credit + sweepstakes entry for high participation,up to $30/yr bill credit; chance at $250 prize if 75%+ of control minutes completed,"eligible thermostats: Alarm.com, Emerson Sensi, Honeywell Home, Lux, Ecobee, Google Nest",,,,,Unclear,Unknown,Active,https://www.seminole-electric.com/cooperative-rewards/,2026-09-25,Secondary
FRCC-nonRTO,FL,"Clay Electric Cooperative, Inc.",Cooperative,"Net Metering (avoided-cost buyback, QF-1)",Export-Comp,All,Solar+Storage,Opt-in,excess kWh instantly bought back monthly at current QF-1 wholesale rate,,system capped at 100 kW AC,QF-1,,,"excess credited monthly at QF-1 wholesale avoided-cost rate, not retail rate",Yes-restricted,Unknown,Active,https://www.clayelectric.com/rates,2026-09-25,Secondary
FRCC-nonRTO,FL,Lee County Electric Cooperative (LCEC),Cooperative,Net Meter Rider,Export-Comp,Residential,Solar+Storage,Opt-in,"flat (non-tiered) per-kWh rate replacing standard inverted-block rate, plus PCA",Net Metering Rider flat energy rate $0.0821/kWh vs standard tiered rate (first 500 kWh $0.1129/kWh); Customer charge $22.22/mo (vs $20.00 standard); PCA $0.00892/kWh (Sept 2026),,Net Meter Rider (RS),,flat $0.0821/kWh all usage plus PCA (~$0.0917/kWh all-in per third-party estimate),1:1 monthly netting implied by flat-rate rider structure,Yes-restricted,Unknown,Active,https://www.lcec.net/my-account/rates/,2026-09-25,Primary
FRCC-nonRTO,FL,Lee County Electric Cooperative (LCEC),Cooperative,Interruptible General Service-Demand (IS-GSD),DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,monthly rebate for contracted minimum load shed at LCEC's request during peak,Interruptible Credit: monthly rebate amount not published (see IS-GSD tariff sheet),requires pre-determined contracted minimum load reduction at LCEC's request,IS-GSD,,,,No,Unknown,Active,https://www.lcec.net/wp-content/uploads/Rate-Tariff-Sheet-2026.pdf,2026-09-25,Primary
