rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
NYISO-market,multi,New York Independent System Operator,RTO,Demand Side Ancillary Services Program (DSASP),Wholesale-Market,LargeC&I,GeneralLoad;Generator;Battery,Opt-in,$/MWh marginal clearing price for the Operating Reserve or Regulation product scheduled; no energy payment for the underlying reduction,Reserve or Regulation market clearing price by location and product,Minimum 1 MW reduction in aggregate by Load Zone; minimum energy offer at the Monthly Net Benefit Offer Floor; mandatory performance when scheduled and penalties may apply; requires 6-second two-way telemetry plus a revenue-grade interval billing meter and an instantaneous total load meter; must respond to 5-minute RTD base points for Reserves and 6-second AGC base points for Regulation; only interruptible load may supply Spinning Reserve or Regulation - loads backed by a qualified Local Generator may only supply Non-Synchronized Reserves; real-time baseline (actual load just prior to the real-time schedule); no capacity payment,Ancillary Services Manual; Services Tariff Rate Schedules 3 and 4,,,,Unclear,One economic program (DSASP or DADRP) may be combined with one reliability program (SCR or EDRP). NOT stackable with the DER and Aggregation participation model,Active,https://www.nyiso.com/documents/20142/3037451/9-Demand-Response.pdf,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,Targeted Demand Response Program (TDRP),Wholesale-Market,SmallC&I;LargeC&I,GeneralLoad;Generator,Opt-in,Energy payment at the rate of whichever program (SCR or EDRP) the resource is enrolled in; no separate TDRP payment,,"Effective July 1 2007. Con Edison may request NYISO to activate demand response for local reliability in specific sub-load pockets of Load Zone J (New York City). Only existing SCR and EDRP resources in those locations are eligible, and participation is VOLUNTARY for both. TDRP responses cannot set the real-time market price. CSPs with resources in sub-load pockets are notified through the standard EDRP advisory process",Emergency Demand Response Program Manual (Manual 7) Section 6,,,,Yes-restricted,Layered on top of an existing SCR or EDRP enrollment; not a standalone enrollment,Active,https://www.nyiso.com/documents/20142/3037451/9-Demand-Response.pdf,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,Small Customer Aggregation (SCR / EDRP),Wholesale-Market,Residential;SmallC&I,GeneralLoad;Thermostat/AC;ElectricWaterHeater;Battery,Opt-in,"Same payment as the underlying SCR or EDRP enrollment; this is a measurement and verification accommodation, not a separate revenue stream",,"Allows resources with an ACL below the DRIS minimum kW limit to be aggregated and to use alternative validation methods such as statistical sampling to claim performance on a portfolio basis, in lieu of individual interval meters. Available for EDRP and SCR resources only (not DADRP or DSASP). Program-level minimums still apply at the aggregation level",Emergency Demand Response Program Manual (Manual 7) Section 2.7,,,,Unclear,Underlying SCR or EDRP program rules apply,Active,https://www.nyiso.com/documents/20142/3037451/9-Demand-Response.pdf,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,ICAP Spot Market Auction - New York City (Zone J / NYC Locality) UCAP price,Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad;Any,Opt-in,$/kW-month UCAP clearing price in the monthly ICAP Spot Market Auction; the price an SCR or a DER Aggregation with CRIS in Zone J receives per kW of UCAP sold,"Summer 2026 Capability Period: May $32.59, Jun $32.53, Jul $12.41, Aug $12.35, Sep $12.39 per kW-month. Winter 2025-26: Nov 2025 $6.44, Dec 2025 $6.41, Jan 2026 $6.25, Feb 2026 $6.25, Mar 2026 $6.24, Apr 2026 $6.26 per kW-month. Summer 2025 for comparison: May $14.96, Jun $15.93, Jul $15.93, Aug $15.86, Oct $15.57 per kW-month",Prices are monthly UCAP clearing prices. Summer Capability Period runs May through October; Winter Capability Period runs November through April. May and June 2026 were record NYC prices driven by a Locational Capacity Requirement increase and near-zero excess (0.06% and 0.09% above requirement). Selling capacity requires CRIS; a DER of 2 MW or less can obtain CRIS without a deliverability study,Services Tariff Section 5.14 (ICAP Spot Market Auction); ICAP Manual,,,,Yes,SCR program; DER and Aggregation participation model ICAP participation; energy and ancillary services revenue on top of capacity,Active,https://icappublic.nyiso.com/ucap/public/auc_view_spot_detail.do?seasonId=705094&month=05/2026&display=Display,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,ICAP Spot Market Auction - Long Island (Zone K / LI Locality) UCAP price,Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad;Any,Opt-in,$/kW-month UCAP clearing price in the monthly ICAP Spot Market Auction for the Long Island locality,"Summer 2026 Capability Period: May $11.11, Jun $11.70, Jul $10.46, Aug $10.13, Sep $10.13 per kW-month. Winter 2025-26: LI cleared at the NYCA price - Nov 2025 $1.80, Dec 2025 $3.65, Jan 2026 $3.73, Feb 2026 $3.74, Mar 2026 $2.64, Apr 2026 $1.82 per kW-month. Summer 2025: LI cleared at the NYCA price of $5.23-$6.04 per kW-month","Long Island separates from the NYCA price only when the LI locality binds, which in the observed data happened in the Summer 2026 Capability Period but not in Winter 2025-26 or Summer 2025. Summer Capability Period runs May through October",Services Tariff Section 5.14 (ICAP Spot Market Auction); ICAP Manual,,,,Yes,SCR program; DER and Aggregation participation model ICAP participation,Active,https://icappublic.nyiso.com/ucap/public/auc_view_spot_detail.do?seasonId=705094&month=06/2026&display=Display,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,ICAP Spot Market Auction - G-J Locality (Lower Hudson Valley + NYC) UCAP price,Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad;Any,Opt-in,$/kW-month UCAP clearing price in the monthly ICAP Spot Market Auction for the G-J Locality (Zones G through J),"Summer 2026 Capability Period: May $7.92, Jun $7.87, Jul $4.14, Aug $4.53, Sep $5.97 per kW-month. Winter 2025-26: Nov 2025 $1.80, Dec 2025 $3.65, Jan 2026 $3.73, Feb 2026 $3.74, Mar 2026 $2.64, Apr 2026 $1.82 per kW-month. Summer 2025: May $5.23, Jun $5.46, Jul $5.47, Aug $6.04, Oct $5.86 per kW-month","In every month observed (Nov 2025 through Sep 2026) the G-J Locality cleared at the same price as NYCA/Rest of State, meaning the G-J constraint was not binding separately. Zone J prices are set separately and are much higher. Summer Capability Period runs May through October",Services Tariff Section 5.14 (ICAP Spot Market Auction); ICAP Manual,,,,Yes,SCR program; DER and Aggregation participation model ICAP participation,Active,https://icappublic.nyiso.com/ucap/public/auc_view_spot_detail.do?seasonId=705094&month=07/2026&display=Display,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,ICAP Spot Market Auction - NYCA / Rest of State (upstate) UCAP price,Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad;Any,Opt-in,$/kW-month UCAP clearing price in the monthly ICAP Spot Market Auction for the NYCA-wide (Rest of State) market,"Summer 2026 Capability Period: May $7.92, Jun $7.87, Jul $4.14, Aug $4.53, Sep $5.97 per kW-month (ROS price paid by LSEs, weighted average, equals the NYCA price in each of these months). Winter 2025-26: Nov 2025 $1.80, Dec 2025 $3.65, Jan 2026 $3.73, Feb 2026 $3.74, Mar 2026 $2.64, Apr 2026 $1.82 per kW-month. Summer 2025: May $5.23, Jun $5.46, Jul $5.47, Aug $6.04, Oct $5.86 per kW-month",Upstate/Rest-of-State capacity is worth roughly one quarter to one fifth of New York City capacity in the Summer 2026 Capability Period. Summer Capability Period runs May through October; Winter runs November through April. Monthly auction; UCAP not ICAP,Services Tariff Section 5.14 (ICAP Spot Market Auction); ICAP Manual,,,,Yes,SCR program; DER and Aggregation participation model ICAP participation,Active,https://icappublic.nyiso.com/ucap/public/auc_view_spot_detail.do?seasonId=705094&month=08/2026&display=Display,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,ICAP market - Strip and Monthly (Capability Period) Auctions,Wholesale-Market,SmallC&I;LargeC&I,Battery;Solar+Storage;Generator;GeneralLoad;Any,Opt-in,"$/kW-month UCAP price from the Capability Period Auction (strip) or the Monthly Auction, as an alternative or supplement to the Spot Market Auction",,"Aggregations and SCRs may offer into the Strip (Capability Period) Auction, the Monthly Auction, and the ICAP Spot Market Auction, or sell capacity bilaterally. Unsold UCAP is automatically offered into the Spot Market Auction",Services Tariff Section 5.14; ICAP Manual Section 4; Aggregation Manual Section 2.2.5,,,,Yes,SCR program; DER Aggregation ICAP participation; bilateral capacity contracts,Active,https://www.nyiso.com/documents/20142/3036383/ICAP-Auctions.pdf/7dda1755-279a-f463-cd85-c39599ee066f,2026-09-10,Secondary
NYISO-market,multi,New York Independent System Operator,RTO,FERC Order 2222 implementation status - DER Participation Model,Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad;EV/EVSE;Any,Opt-in,Rule / timeline row - no direct payment,,"Timeline: NYISO filed its Aggregation participation model June 27 2019 (Docket ER19-2276); FERC accepted it January 23 2020 (170 FERC 61033). NYISO filed its Order 2222 compliance filing July 19 2021; FERC accepted it June 17 2022 while directing 30+ further tariff modifications. FERC granted NYISO an extension to December 31 2026 to complete full Order 2222 compliance. NYISO filed further DER tariff revisions June 1 2023 (Docket ER23-2040); FERC accepted them April 15 2024 (187 FERC 61022) and expressly found the 10 kW minimum capability requirement just and reasonable and NOT a temporary measure, while directing an informational report which NYISO filed April 15 2026. The DER and Aggregation participation model is LIVE today under the interim (pre-Order-2222) rules; dual-participation, operating-reserve composition and other rules change when the Order 2222-compliant tariff takes effect","Services Tariff Sections 4.1.10 through 4.1.10.7.3; FERC Docket Nos. ER19-2276, ER21-2460, ER23-2040",,,,Yes,Interim rules apply until the Order 2222-compliant tariff is implemented (targeted end of 2026),Active,https://nyisoviewer.etariff.biz/ViewerDocLibrary/Filing/Filing5436/Attachments/20260602_NYISOAnswer_DERInfoRprt_cos.pdf,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,Small Utility opt-in gate for DER Aggregation participation,Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad;Any,Opt-in,Eligibility gate - no payment,,"New York has NO statewide opt-out of third-party aggregation of retail customers. The only gate is the Order 2222 small-utility provision: a Resource that is a customer of a Small Utility may not be enrolled in an Aggregation unless the Relevant Electric Retail Regulatory Authority affirmatively authorizes (opts in to) such participation. NYISO defines Small Utility as a Distribution Utility that distributed four million MWh or less in NYISO's immediately prior completed fiscal year (Jan 1 - Dec 31). The determination applies for the forthcoming Capability Year. If a RERRA later withdraws authorization and the Aggregator notifies NYISO before April 1, the DER is ineligible from the first day of the following Capability Year; if notice comes on or after April 1 but before May 1, the DER is ineligible as of June 1",Services Tariff Section 4.1.10 (definitions of Distribution Utility and Small Utility),,,,Yes,Customers of New York's large investor-owned distribution utilities (over 4 million MWh/yr) face no opt-in gate and may join an Aggregation directly,Active,https://www.nyiso.com/documents/20142/32977661/NYISO%20FERC%20Order%202222%20Compliance%20-%20Phase%201.pdf/0471b350-0d44-2fbf-895c-48aa58cc182d,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,Prohibition on duplicative compensation - same service in wholesale and retail,Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad;Any,Opt-in,Stacking gate - no payment,,"A DER may not provide the SAME service in the NYISO-administered markets that it already provides in a retail service or program. FERC struck NYISO's originally proposed broader phrase or substantially similar as an improperly broad restriction, so the bar is same service only. The Aggregator must attest at enrollment that DER enrolled in its Aggregation are not providing the same service in a retail service or program, and must attest to compliance with the Distribution Utilities' tariffs and the RERRA's rules",Services Tariff Sections 4.1.10.5 and 4.1.10.6,,,,Yes,Different services (e.g. NYISO energy plus a retail locational or environmental credit) may be stacked; identical services may not,Active,https://www.nyiso.com/documents/20142/32977661/NYISO%20FERC%20Order%202222%20Compliance%20-%20Phase%201.pdf/0471b350-0d44-2fbf-895c-48aa58cc182d,2026-09-10,Primary
NYISO-market,multi,New York Independent System Operator,RTO,Stacking NYISO DER Aggregation with NY retail VDER Value Stack,Wholesale-Market,SmallC&I;LargeC&I;Residential,Solar+Storage;Battery,Opt-in,Retail VDER credits stacked on top of NYISO wholesale revenue,,"Per the NY Joint Utilities DERA Duplicative Compensation Matrix (June 30 2025): VDER Energy and Capacity components are Utility Only and CANNOT be stacked with NYISO DERA. VDER Environmental Value (REC), Demand Reduction Value (DRV), Locational System Relief Value (LSRV), Market Transition Credit, Community Credit and Non-Mass Market Community Credit ARE stackable with a NYISO DER Aggregation. For storage, DRV, LSRV, MTC and Non-Mass Market Community Credit are stackable. Net Energy Metering is Utility Only and NOT stackable. Customers taking service under a utility Buyback Tariff are not eligible to participate in the NYISO DER aggregation model per tariff. Applicable retail tariffs are WVS and WDS (import and export) for storage; WDS tariffs are not yet approved or filed at FERC for all utilities",NY PSC VDER Value Stack; utility WVS and WDS tariffs; NYISO Services Tariff 4.1.10.6,,,VDER Value Stack energy and capacity components are forfeited if the DER sells energy or capacity into NYISO through an Aggregation,Yes,VDER DRV; VDER LSRV; VDER Environmental Value/REC; VDER Market Transition Credit; VDER Community Credit; Non-Wires Alternative contracts,Active,https://jointutilitiesofny.org/sites/default/files/2025-06-30%20JU%20Duplicative%20Comp%20Matrix_FO%202222.xlsx,2026-09-10,Secondary
NYISO-market,multi,New York Independent System Operator,RTO,Stacking NYISO DER Aggregation with utility demand response programs (CSRP / DLRP / DLM),Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad,Opt-in,Utility DR capacity and energy payments stacked on top of NYISO wholesale revenue,,"Per the NY Joint Utilities DERA Duplicative Compensation Matrix (June 30 2025): utility Demand Response Program CAPACITY payments are stackable with a NYISO DER Aggregation for Demand Reduction, Generator and Energy Storage resource types. Utility Demand Response Program ENERGY payments are stackable but the resource is ineligible for the utility performance payment in hours with overlapping NYISO energy payments. Non-Wires Alternative contracts are stackable for all resource types including Landfill Gas. Separately, NYISO's own DR programs (SCR and EDRP) are marked fully stackable with utility DR programs during NYISO's interim market",Services Tariff Section 4.1.11 (dual participation notice); NY Joint Utilities DERA Duplicative Compensation Matrix,,,,Yes,Con Edison CSRP; Con Edison DLRP; Joint Utilities Dynamic Load Management; utility Non-Wires Alternative contracts,Active,https://jointutilitiesofny.org/sites/default/files/2025-06-30%20JU%20Duplicative%20Comp%20Matrix_FO%202222.xlsx,2026-09-10,Secondary
NYISO-market,multi,New York Independent System Operator,RTO,DER Aggregation - eligibility sizing rules (10 kW DER / 100 kW Aggregation / 20 MW injection cap),Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;Solar+Storage;Generator;GeneralLoad;EV/EVSE;Any,Opt-in,Eligibility gate - no payment,,"Minimum capability of each individual DER (including a Demand Side Resource) participating in an Aggregation is 10 kW; where a DER includes multiple assets of different technologies at the facility, EACH asset must independently meet 10 kW. Minimum size of a DER Aggregation is 100 kW; an Aggregation that offers a combination of Energy injections, Energy withdrawals and/or Demand Reduction must be able to offer at least 100 kW of each. Maximum Injection Limit for an injecting facility in an Aggregation is 20 MW; there is no size cap on Demand Reduction resources. All DER in an Aggregation must be on the SAME Transmission Node and therefore in the same NYISO Load Zone. A DER facility has a single point of interconnection and a single utility account number, and may participate in only one Aggregation at a time. FERC found the 10 kW minimum just and reasonable on April 15 2024 and confirmed it is not a temporary measure",Services Tariff Sections 4.1.10 and 4.1.10.1; NYISO Manual 38 (Aggregation Manual),,,,Yes,"Resources under 10 kW remain eligible for EDRP, the SCR program (including Small Customer Aggregation) and NY State and utility DER programs",Active,https://www.nyiso.com/documents/20142/2923301/M-38-Aggregation-Final-v1-0.pdf/488117aa-43ec-85c3-423d-4aba592e5895,2026-09-10,Primary
