rto,state,utility_name,ownership_type,program_name,program_category,customer_segment,eligible_assets,enrollment_basis,incentive_structure,incentive_value_usd,event_limits,tariff_schedule,on_peak_window,peak_offpeak_rates,export_compensation,storage_eligible,stackable_with,program_status,source_url,last_verified,confidence
CAISO,CA,Southern California Edison Co (SCE),IOU,Schedule TOU-D Option PRIME (TOU-D-PRIME),TOU-Rate,Residential,Battery;EV/EVSE;HeatPump;Solar+Storage,Default,TOU energy rate with wide peak/off-peak spread + daily Base Services Charge; no baseline credit,Base Services Charge $0.79/day; no baseline credit,"MANDATORY rate for SCE Solar Billing Plan (NBT) customers. Otherwise requires attestation of EV/PHEV ownership or lease, a residential battery, or an electric heat pump for water or space heating. 12-month lock-in after switching","Schedule TOU-D, Option PRIME","Summer (Jun-Sep): On-peak weekdays 4-9pm; weekend 4-9pm Mid-peak; Off-peak all other. Winter (Oct-May): Super-off-peak 8am-4pm, Mid-peak 4-9pm, Off-peak all other","Summer weekday on-peak 59c / off-peak 26c; summer weekend mid-peak 40c / off-peak 26c; winter mid-peak 56c / super-off-peak 24c / off-peak 24c per kWh (SCE-published rounded values, no effective date shown on page)",Per Schedule NBT (hourly ACC export credit + ACC Plus adder),Yes,Solar Billing Plan; SGIP; ELRP; Smart Energy Program,Active,https://www.sce.com/save-money/rates-financing/residential-rate-plans/time-of-use-plans,2026-09-16,Primary
CAISO,CA,Southern California Edison Co (SCE),IOU,"Schedule TOU-D Options A, B and T (discontinued TOU periods)",TOU-Rate,Residential,GeneralLoad;Battery,Closed to new,Legacy TOU rate options,,Closed to new enrollment; existing customers may stay but cannot return once they leave,Schedule TOU-D Options A / B / T,Legacy TOU periods (not the 4-9pm or 5-8pm structure),,Per NEM2 vintage,Yes-restricted,NEM2,Closed to new enrollment,https://www.sce.com/save-money/rates-financing/residential-rate-plans/time-of-use-plans,2026-09-16,Primary
CAISO,CA,San Diego Gas & Electric Co (SDG&E),IOU,Schedule TOU-DR1 - Residential Time of Use Service,TOU-Rate,Residential,GeneralLoad;Battery,Default,TOU energy rate + baseline adjustment credit + daily Base Services Charge,"Baseline Adjustment Credit $0.10905/kWh up to 130% of baseline; Base Services Charge $0.79343/day standard, $0.39688/day for CARE(DRAH) and FERA (eff 2026-01-01)",SDG&E states TOU-DR1 is its standard residential schedule,Schedule TOU-DR1 (total rates table effective 2026-01-01),On-Peak 4-9pm; Off-Peak and Super Off-Peak all other hours. Summer = Jun-Oct,Total eff 2026-01-01: summer on-peak $0.69654 / off-peak $0.47560 / super-off-peak $0.38818; winter on-peak $0.62200 / off-peak $0.54019 / super-off-peak $0.44933 per kWh,Per NEM2 or Schedule NBT depending on vintage,Yes,NEM2; SGIP; ELRP,Active,https://www.sdge.com/sites/default/files/regulatory/1-1-26%20Schedule%20TOU-DR1%20Total%20Rates%20Table.pdf,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,Emergency Load Reduction Program (ELRP) - non-residential / Group A and Group B,DR-Curtailment,SmallC&I;LargeC&I,Battery;Solar+Storage;EV/EVSE;V2G;GeneralLoad,Opt-in,$/kWh performance payment for measured load reduction; no penalty for non-performance,$2.00/kWh for every kWh of measured voluntary reduction (non-residential),"May-Oct, 7 days/wk, 4-9pm window; events 1 hr min to 5 hr max; up to 60 event-hours per year; consecutive days allowed. Triggered by CAISO EEA Watch/EEA-1/2/3 or (residential) a day-ahead Flex Alert",ELRP pilot per CPUC D.21-12-015 as updated by D.23-12-005,4-9pm May-Oct when called,"n/a - event-based payment, not a rate",BTM solar+storage with permission to export explicitly eligible under Group A,Yes,"Group B allows customers already in CAISO market-integrated DR (DRAM, CBP) to earn ELRP for INCREMENTAL reduction beyond what is committed to CAISO. Base Interruptible Program customers are eligible for Group A",Active,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/electric-costs/demand-response-dr/emergency-load-reduction-program,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,Power Saver Rewards (residential ELRP sub-program A.6),CPP-PTR,Residential,GeneralLoad;Thermostat/AC;Battery,Opt-out,$/kWh performance payment for incremental load reduction during events,$1.00/kWh for voluntary incremental residential load reduction,"May-Oct, 4-9pm; 1-5 hr events; 60 hr/yr program cap. Nearly 4 million IOU customers were auto-enrolled starting summer 2022",ELRP sub-program A.6,4-9pm May-Oct when called,n/a,"n/a - measured against a baseline, not an export tariff",Yes-restricted,Non-res ELRP; utility DR programs,Terminated,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/electric-costs/demand-response-dr/emergency-load-reduction-program,2026-09-16,Primary
CAISO,CA,Pacific Gas and Electric Co (PG&E),IOU,"Emergency Load Reduction Program (PG&E, administered via Olivine)",DR-BYOD,SmallC&I;LargeC&I,Battery;Solar+Storage;EV/EVSE;V2G;GeneralLoad,Opt-in,$/kWh performance payment,"$2.00/kWh of measured load reduction (non-residential, per CPUC ELRP terms)","May-Oct, 4-9pm, 1-5 hr events, 60 hr/yr cap",ELRP (PG&E implementation),4-9pm May-Oct when called,,,Yes,"Base Interruptible Program; Capacity Bidding Program (Group B, incremental only)",Active,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/electric-costs/demand-response-dr/emergency-load-reduction-program,2026-09-16,Primary
CAISO,CA,Southern California Edison Co (SCE),IOU,Emergency Load Reduction Program (SCE),DR-BYOD,SmallC&I;LargeC&I,Battery;Solar+Storage;EV/EVSE;V2G;GeneralLoad,Opt-in,$/kWh performance payment,"$2.00/kWh of measured load reduction (non-residential, per CPUC ELRP terms)","May-Oct, 4-9pm, 1-5 hr events, 60 hr/yr cap",ELRP (SCE implementation),4-9pm May-Oct when called,,,Yes,"Base Interruptible Program; Capacity Bidding Program (Group B, incremental only); Smart Energy Program",Active,https://www.sce.com/factsheet/emergency-load-reduction-program,2026-09-16,Primary
CAISO,CA,San Diego Gas & Electric Co (SDG&E),IOU,Emergency Load Reduction Program (SDG&E),DR-BYOD,SmallC&I;LargeC&I,Battery;Solar+Storage;EV/EVSE;V2G;GeneralLoad,Opt-in,$/kWh performance payment,"$2.00/kWh of measured load reduction (non-residential, per CPUC ELRP terms)","May-Oct, 4-9pm, 1-5 hr events, 60 hr/yr cap",ELRP (SDG&E implementation),4-9pm May-Oct when called,,,Yes,"Base Interruptible Program; Capacity Bidding Program (Group B, incremental only)",Active,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/electric-costs/demand-response-dr/emergency-load-reduction-program,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,"Self-Generation Incentive Program (SGIP) - Residential Solar and Storage Equity (RSSE, AB 209 budget)",Storage-Incentive,Residential,Battery;Solar+Storage,Waitlist,Upfront $/kWh storage rebate + $/kW solar rebate,"Storage $1,100/kWh; Solar $3,100/kW (CPUC-published rate table, current as of 2026-09-16). Authorized budget $280 million",Reservations opened 2025-06-02. Open to any low-income residential electric and/or gas customer in California (not only IOU customers). All applicants must enroll in a qualified Demand Response program within one year of reserving funds. CPUC D.24-03-071 established the budget; Resolution E-5362 opened it; Resolution E-5373 handles IRA tax-credit interaction,SGIP RSSE budget,,,Rebate is upfront; export compensation comes from the customer's NEM/NBT tariff,Yes,NBT / Solar Billing Plan; ELRP; a qualified DR program is REQUIRED,Active,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/demand-side-management/self-generation-incentive-program,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,SGIP - Small Residential Storage budget (general market),Storage-Incentive,Residential,Battery,Closed to new,Upfront $/kWh storage rebate,$150/kWh (CPUC rate table),CPUC lists this budget as available through 2025. Requires enrollment in a qualified DR program within one year of reservation,SGIP Small Residential Storage,,,,Yes,NBT; ELRP,Closed to new enrollment,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/demand-side-management/self-generation-incentive-program,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,SGIP - Equity Resiliency budget,Storage-Incentive,Residential;SmallC&I;LargeC&I,Battery;Solar+Storage,Closed to new,Upfront $/kWh storage rebate,"$1,000/kWh (CPUC rate table)","CPUC lists this budget as available through 2025. Targeted at customers in high fire-threat districts, PSPS-affected areas and medical-baseline / vulnerable households. Established by D.19-09-027",SGIP Equity Resiliency,,,,Yes,NBT; ELRP,Closed to new enrollment,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/demand-side-management/self-generation-incentive-program,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,SGIP - San Joaquin Valley Residential budget,Storage-Incentive,Residential,Battery,Closed to new,Upfront $/kWh storage rebate,"$1,100/kWh (CPUC rate table)",PG&E or SCE residential customers only; CPUC lists as available through 2025,SGIP San Joaquin Valley Residential,,,,Yes,NBT; ELRP,Closed to new enrollment,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/demand-side-management/self-generation-incentive-program,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,SGIP - Non-Residential Equity and Large-Scale Storage budgets,Storage-Incentive,SmallC&I;LargeC&I,Battery;Solar+Storage,Closed to new,Upfront $/kWh storage rebate,"Non-Residential Equity $850/kWh; Large-Scale Storage $250/kWh; SCE San Joaquin Valley Non-Residential $1,000/kWh; Generation $2,000/kW (CPUC rate table)","IOU customers (PG&E, SCE, SDG&E, SoCalGas) including unbundled/CCA customers. CPUC lists these budgets as available through 2025",SGIP non-residential budgets,,,,Yes,ELRP; Base Interruptible Program; Capacity Bidding Program,Closed to new enrollment,https://www.cpuc.ca.gov/industries-and-topics/electrical-energy/demand-side-management/self-generation-incentive-program,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,Demand Side Grid Support (DSGS) Program,VPP,Residential;SmallC&I;LargeC&I,Battery;Solar+Storage;EV/EVSE;GeneralLoad;Generator,Opt-in,Upfront capacity commitment payment plus per-unit net-load-reduction payment,,Events May through October during extreme grid events. Options 1-4; residential batteries participate via aggregators. Guidelines Fifth Edition adopted 2026; CEC issued a budget update notice 2025-10-01,"DSGS Program Guidelines, Fifth Edition (docket 22-RENEW-01)",May-Oct extreme-event windows,"n/a - event payment, not a rate",n/a,Yes,Separate from and stackable in principle with CPUC ELRP; verify per-event double-counting rules with the administrator (Olivine),Active,https://www.energy.ca.gov/programs-and-topics/programs/demand-side-grid-support-program,2026-09-16,Primary
CAISO,CA,Pacific Gas and Electric Co (PG&E),IOU,Schedule E-BIP - Base Interruptible Program,DR-Curtailment,LargeC&I,Battery;GeneralLoad;Solar+Storage,Opt-in,"$/kW-month capacity payment on Potential Load Reduction, with $/kWh penalty for energy above Firm Service Level","15-Minute BIP: Nov-Apr $10.60 (1-500 kW) / $11.20 (501-1,000 kW) / $11.80 (>1,000 kW) per kW-month; May-Oct $13.60 / $14.20 / $14.80 per kW-month. 30-Minute BIP: Nov-Apr $9.50 / $10.00 / $10.50; May-Oct $12.50 / $13.00 / $13.50 per kW-month. Rates effective 2025-05-17 (Advice 7572-E); D.23-12-005 authorized the $2/kW May-Oct adder for 2024-2027. Excess Energy Charge $6.00/kWh above Firm Service Level ($8.40/kWh after a failed re-test)","Max 1 event/day, 6 hours max per event, max 10 events/calendar month, 180 hours/calendar year; year-round; 15- or 30-minute notice. Two utility test events per year count as program events. Requires >=100 kW max demand and FSL <=85% of highest monthly max demand, minimum 100 kW reduction","Schedule E-BIP (Cal. P.U.C. Sheet 61454-E et seq.; Advice 7942-E eff 2026-07-10, Res. E-5451)","Dispatch triggered by CAISO market award / Operating Procedure 4420, or PG&E T&D reliability need; measured against summer on-peak / winter on-peak or partial-peak demand","n/a - capacity payment, not a rate",Customers on Net Energy Metering schedules (except NEMCCSF) are eligible,Yes,"STACKS WITH: ELRP, Schedule E-SLRP, and (legacy dual enrollments only) Peak Day Pricing. PROHIBITED with any other capacity-based program including the Capacity Bidding Program",Active,https://www.pge.com/tariffs/assets/pdf/tariffbook/ELEC_SCHEDS_E-BIP.pdf,2026-09-16,Primary
CAISO,CA,Pacific Gas and Electric Co (PG&E),IOU,Underfrequency Relay (UFR) Program (rider to Schedule E-BIP),DR-Curtailment,LargeC&I,GeneralLoad,Opt-in,$/kW-month demand credit for automatic underfrequency interruption,$0.67/kW-month demand credit on average monthly summer on-peak / winter partial-peak demand,Automatic interruption when system frequency drops to 59.65 Hz for 20 cycles. Direct-enrolled customers only (not available through DR aggregators). PG&E may require up to 3 years written notice to terminate,"Schedule E-BIP, Underfrequency Relay Program section","Automatic, any time",n/a,,No,Base Interruptible Program,Active,https://www.pge.com/tariffs/assets/pdf/tariffbook/ELEC_SCHEDS_E-BIP.pdf,2026-09-16,Primary
CAISO,CA,California statewide (CPUC / CEC / GO-Biz administered),Federal/State,Demand Response Auction Mechanism (DRAM),Wholesale-Market,SmallC&I;LargeC&I;Residential,Battery;GeneralLoad;Thermostat/AC,Closed to new,Competitive auction for Resource Adequacy capacity from third-party DR aggregators bidding into CAISO,,"Last delivery year was 2024. The CPUC issued its final decision in April 2024 to discontinue DRAM after the 2024 delivery year; the pilot ran from 2016 through 2024 via D.16-06-029, D.17-10-017 and D.19-07-009. Successor capacity-accreditation treatment for DR is being developed in the CPUC DR proceeding",DRAM pilot (CPUC DR proceeding; CAISO Proxy Demand Resource registration),,n/a,,Yes-restricted,Superseded; aggregators now reach CAISO via the Proxy Demand Resource / DERP models and ELRP,Terminated,https://www.utilitydive.com/news/demand-response-california-dram-der-distributed-energy-resources/715987/,2026-09-16,Secondary
CAISO,CA,Pacific Gas and Electric Co (PG&E),IOU,Schedule E-CBP - Capacity Bidding Program,VPP,Residential;SmallC&I;LargeC&I,Battery;GeneralLoad;Thermostat/AC;Solar+Storage,Opt-in,"Monthly $/kW capacity payment on nominated load plus $/kWh energy payment for delivered event curtailment; paid to the aggregator, who sets customer compensation",,"Aggregator-managed and integrated into CAISO as a Proxy Demand Resource (PDR). Season May 1 - Oct 31. 'Elect' option: max 1 event/day, 4-hour max event duration, participant may elect more than 6 events/month. Day-ahead notification by 5 p.m. Triggered by a CAISO market award for the CBP PDR. NO minimum demand requirement. Net-metered, partial-standby, Auto-DR, bundled, DA and CCA customers eligible; full-standby, WAPA-served and NEMCCSF customers are not","Schedule E-CBP (Cal. P.U.C. Sheet 49623-E; Advice 6160-E, D.21-03-056)","May 1 - Oct 31 event windows, day-ahead notice",n/a - capacity + energy payment,Net-metered customers explicitly eligible,Yes,May dual-participate with Schedule E-OBMC and with ELRP Group B (incremental reduction only). NOT compatible with the Base Interruptible Program (both are capacity-based),Active,https://www.pge.com/tariffs/assets/pdf/tariffbook/ELEC_SCHEDS_E-CBP.pdf,2026-09-16,Primary
CAISO,CA,Pacific Gas and Electric Co (PG&E),IOU,Peak Day Pricing (PDP),CPP-PTR,SmallC&I;LargeC&I,GeneralLoad;Battery,Opt-in,Summer rate discount in exchange for a high event-day surcharge,,"9 to 15 Peak Day Pricing Event Days per year, typically the hottest summer days. New dual enrollment with the Base Interruptible Program has not been available since 2018-10-26",Peak Day Pricing rate option,Event-day peak hours in summer,"Summer rates are discounted; effective rates are higher during PDP event hours (specific credit and surcharge values published in the underlying rate schedules, not on the program page)",Per NEM2 / Schedule NBT,Yes,Automated Demand Response; legacy BIP dual enrollment only,Active,https://www.pge.com/en/account/rate-plans/peak-day-pricing.html,2026-09-16,Primary
CAISO,CA,Pacific Gas and Electric Co (PG&E),IOU,Schedule E-OBMC - Optional Binding Mandatory Curtailment Plan,DR-Curtailment,SmallC&I;LargeC&I,GeneralLoad;Battery,Opt-in,No cash incentive - the benefit is exemption from rotating outages; penalty-only structure,$0 incentive; $6.00/kWh penalty for each kWh above the commitment,Must reduce entire circuit load 5-15% within 15 minutes of alert (eligibility requires ability to achieve 15% below baseline). Events any day including weekends/holidays with no frequency or duration limit. Second failure in a 1-year period terminates the plan and bars re-entry for 5 years,Schedule E-OBMC,"Any day, any hour, no cap",n/a,,Yes,Capacity Bidding Program,Active,https://www.pge.com/tariffs/assets/pdf/tariffbook/ELEC_SCHEDS_E-OBMC.pdf,2026-09-16,Primary
