utility_name,state,rto,deviates_on,rule_summary,nem_cap_res_kw,nem_cap_nonres_kw,nem_aggregate_cap,aggregate_cap_status,export_credit_value,ic_application_fee,ic_study_trigger_kw,external_disconnect,non_export_option,grid_charging_allowed,standby_charge,standby_threshold_kw,storage_specific_notes,source_url,last_verified,confidence
Conway Corp,AR,MISO,all,"Municipally-owned utility; net metering offered for residential and business customers using solar, wind, water, or other renewable sources, with excess credited against future usage. Specific system size cap, credit rate basis (retail vs avoided cost), rollover terms, and storage/interconnection provisions not independently confirmed in this pass -- flagged as a gap requiring direct tariff review.",,,,,,,,,,,,,,https://conwaycorp.com/residential-electric-rates/,2026-08-09,Low
North Little Rock Electric Department,AR,MISO,all,"Municipally-owned utility (Ordinance No. 9329, adopted 2/8/2021) not under APSC jurisdiction; net metering/DG rules set independently by city ordinance. Uses a DUAL-METER configuration (separate meters for consumption and generation) rather than a single bidirectional net meter, with generation credited at Avoided Cost -- functionally closer to a buy-all/sell-all arrangement than true netting, a materially different economic structure than the APSC-jurisdictional utilities in this cluster. System size cap and full rate schedule not independently confirmed in this pass.",,,,,,,,,,,,,Dual-meter/avoided-cost billing structure is a meaningful design consideration for battery-plus-solar economics -- self-consumption of stored solar may not net against grid draw the way it would under single-meter netting; needs direct verification against the ordinance text,http://nlrelectric.com/wp-content/uploads/2025/02/NLR-Net-Metering-and-DG-Rules-Ord-9329-.pdf,2026-08-09,Low
Entergy Louisiana LLC,LA,MISO,,"Follows LPSC state default (General Order 9-19-2019): pre-2020 grandfathered 1:1 for 15 years, post-2019 avoided cost. No utility-specific deviation independently confirmed in this pass beyond its own published Avoided Cost rate (see LPSC's annual ""Avoided Cost Rate by Electric Utility"" document for the current figure).",,,,,,,,,,,,,,https://www.entergylouisiana.com/net-metering,2026-08-09,Low
Entergy New Orleans LLC,LA,MISO,jurisdiction_body;rule_citation;applies_to,"CRITICAL: Entergy New Orleans is regulated by the NEW ORLEANS CITY COUNCIL, not the LPSC -- a wholly separate jurisdiction. The City Council adopted its own net-metering rules in May 2007, similar in structure to (but administered independently of) the LPSC's rules: residential systems up to 25 kW, commercial/agricultural up to 300 kW. Because New Orleans regulates its own utility, the September 2019 LPSC order that moved the rest of Louisiana to avoided-cost net billing for post-2019 interconnections did NOT automatically apply here -- New Orleans customers were reported (as of the 2019 LPSC change) to still have retail net metering available, making Entergy New Orleans a materially more favorable jurisdiction within the same corporate family than Entergy Louisiana. Current City Council net metering docket status and whether it has since moved to a similar avoided-cost structure was NOT independently confirmed in this pass -- treat as a high-priority gap given the economic significance.",25,300,,,,,,,,,,,,https://www.entergyneworleans.com/net-metering,2026-08-09,Medium
Cleco Power LLC,LA,MISO,,Follows LPSC state default (General Order 9-19-2019/Docket R-33929) for the grandfathering cutoff and avoided-cost successor. No utility-specific deviation independently confirmed beyond its own published Avoided Cost rate.,,,,,,,,,,,,,,https://www.cleco.com/residential-commercial/energy-efficiency-renewables/distributed-generation,2026-08-09,Low
Lafayette Utilities System,LA,MISO,all,"Municipal utility -- LPSC does not regulate municipal utilities in Louisiana, so LUS's net metering program is set independently under its own board-approved rate structure and interconnection standards, not the LPSC General Order. LUS has a documented history of rate-structure volatility: it created a new (less favorable, colloquially called a ""solar tax"") rate structure for net-metered customers, then reversed course and restored its prior ""smart solar"" policy after public pushback (per Southern Alliance for Clean Energy reporting) -- flag for customers as a jurisdiction where terms have changed via local ordinance/board action rather than a formal PSC docket, and could change again.",,,,,,,,,,,,,,https://lus.org/net-metering-revised/,2026-08-09,Medium
Dixie Electric Membership Corp (DEMCO),LA,MISO,export_credit_value,"Electric cooperative -- subject to LPSC jurisdiction (unlike Louisiana's municipal utilities) and follows the state-default post-2019 avoided-cost structure for meters installed after 1/1/2019. Deviation is DEMCO's own published Avoided Energy Cost rate, updated annually each March based on wholesale-supplier-provided data: $0.02638/kWh effective March 1, 2025 - February 28, 2026.",,,,,$0.02638/kWh (effective 3/1/2025-2/28/2026; updates each March),,,,,,,,,https://demco.org/solar-energy-center,2026-08-09,High
Entergy Mississippi LLC,MS,MISO,export_credit_value,"Follows MPSC state-default caps and interconnection Levels. Deviation is the utility's Rate Schedule NEM-2, updated by MPSC order (~January 2025): 5.5 cents/kWh Value-of-DG excess credit for standard customers, 7.5 cents/kWh for low-to-moderate-income-adder-eligible customers -- both above the base rule's original 2.5 cents/kWh adder.",,,,,5.5 cents/kWh standard; 7.5 cents/kWh low-to-moderate-income-eligible (per ~Jan 2025 MPSC order updating NEM-2),,,,,,,,,https://cdn.entergy-mississippi.com/userfiles/content/price/tariffs/eml_nem.pdf,2026-08-09,High
Mississippi Power Co (Southern Co),MS,MISO (Southern Co territory -- verify RTO/balancing authority; Southern Company subsidiaries historically operate outside formal RTO membership),export_credit_value,"Follows MPSC state-default caps and interconnection Levels via its own Rate Schedule RENM-2 (being replaced by RENM-3, filed Dec. 2024). Deviation is the specific adder value: 2.5 cents/kWh ""Non-Quantifiable Expected Benefits""/Distributed Generation Benefits Adder, GRANDFATHERED for 25 years from enrollment (longer than the general rule's structure), plus a separate low-to-moderate-income adder also grandfathered 25 years from enrollment (exact low-income adder value not independently confirmed in this pass).",,,,,"2.5 cents/kWh (Non-Quantifiable Expected Benefits Adder, 25-year grandfathering from enrollment date under RENM-2/RENM-3)",,,,,,,,,https://www.mississippipower.com/content/dam/mississippi-power/business/pricing-and-rates/2025/special-application-rates/RENM-3.pdf,2026-08-09,High
Coast Electric Power Association,MS,MISO,all,"Electric cooperative -- per MS H.B. 1139 (2016), the MPSC can require co-ops to offer net metering but CANNOT set the compensation/credit level; cooperatives may adopt the state net metering rule voluntarily or file their own independent standards. This is a major structural gap: roughly 57% of Mississippi ratepayers (co-op and municipal customers) are NOT bound by the MPSC's Chapter 03 Net Metering Rule caps, adders, or credit mechanics described in the state row. Coast Electric offers its own ""Cooperative Solar""/net metering rate plan and REQUIRES panels be installed by a Mississippi-registered solar contractor -- self-installed systems are not permitted to interconnect (a notable design constraint not present in the IOU rules). Full rate schedule, system size cap, and credit basis not independently confirmed in this pass.",,,,,,,,,,,,,Self-install prohibition is a hard eligibility gate specific to this cooperative -- relevant for any DIY or non-licensed-installer project pathway,https://coastepa.com/renewable-energy/,2026-08-09,Medium
Entergy Texas Inc,TX,MISO,jurisdiction_body;applies_to;export_credit_value,"CRITICAL DISTINCTION reinforced at the utility level: Entergy Texas is the vertically-integrated, PUCT-regulated, MISO-connected utility that the ""Texas has no statewide net metering mandate"" state-row caveat is actually ABOUT -- this is the one Texas utility where the limited PUCT net-metering rule (16 TAC 25.242) actually applies, because Entergy Texas is not unbundled/deregulated like ERCOT-area TDUs. Offers net metering under Schedule SQF (Option 2C, for qualifying renewable facilities <=50 kW AC where the interconnection agreement was initiated on/after 11/29/2017): customer billed for all energy supplied by the utility, and credited at Avoided Cost (calculated separately for on-peak/off-peak) for all energy exported. As of June 2023, all interconnection applications must be submitted through Entergy's online portal -- paper/manual applications no longer accepted.",50,,,,"Avoided cost, calculated separately for on-peak and off-peak periods per Entergy Texas' annual PUCT avoided-cost filing (exact current cents/kWh not independently confirmed in this pass)",,,,,,,,,https://www.entergytexas.com/net-metering,2026-08-09,Medium
