utility_name,state,rto,deviates_on,rule_summary,nem_cap_res_kw,nem_cap_nonres_kw,nem_aggregate_cap,aggregate_cap_status,export_credit_value,ic_application_fee,ic_study_trigger_kw,external_disconnect,non_export_option,grid_charging_allowed,standby_charge,standby_threshold_kw,storage_specific_notes,source_url,last_verified,confidence
AES Indiana (formerly IPL),IN,MISO,export_credit_value;credit_rollover;nem_cap_res_kw;nem_cap_nonres_kw,"Standard Contract Rider No. 16, Excess Distributed Generation (EDG), IURC Cause No. 45911, Original No. 172, eff. 5/9/2024. Rate updated annually by compliance filing due March 1. Enrollment began 7/1/2022 (post-SEA 309 net metering closure). Nameplate cap: lesser of 1 MW or customer's average annual consumption. Excludes Rider 9 (legacy net metering) facilities. Net inflow billed at standard rate; net outflow (EDG) credited and carried forward indefinitely as an account credit (not cash-out monthly) until account closure, at which point unused credit flows through the fuel adjustment clause (FAC) to all customers.",,1000,,,3.9350 cents/kWh (effective 7/1/2024; average marginal price of energy paid by AES Indiana in prior calendar year x 1.25 per IC 8-1-40-17; updated annually),,,,,,,,"Storage-specific treatment not addressed separately in Rider 16 text reviewed; battery-inclusive systems' EDG eligibility follows the 'nameplate capacity' definition (full load continuous rating, or lower of inverter/aggregate inverter rating for inverter-based systems) - unclear whether battery power rating is included in this figure for EDG-cap purposes.",https://www.aesindiana.com/sites/aesvault.com/files/2024-08/Rider-16-EDG-45504-Effective-07-01-24.pdf,2026-08-09,High
Northern Indiana Public Service Co (NIPSCO),IN,MISO,nem_status;export_credit_basis;export_credit_value;nem_cap_res_kw;nem_aggregate_cap;aggregate_cap_status,"NIPSCO offers TWO closed/legacy programs distinct from the standard EDG structure used by the other IOUs: (1) legacy Feed-in Tariff (closed to new applicants) for solar/wind/biomass/small-hydro, sized 5kW-5MW, with a total programwide capacity of 30 MW (no single technology >15 MW; 700 kW carve-out for solar <10kW, 300kW for wind <10kW) - this program is fully subscribed/closed. (2) A Distributed Generation Tariff Program, functionally similar to the standard IN EDG rate, crediting excess generation at 125% of the market price for power. New customers today enroll under the standard EDG rate/state default, not the closed Feed-in Tariff.",5,5000,30000,Feed-in Tariff program (30 MW total) reported as closed to new applicants - fully subscribed,,,,,,,,,NIPSCO's legacy Feed-in Tariff and the current EDG program have not been confirmed to address storage-specific rules in sources reviewed,https://www.nipsco.com/services/renewable-energy-programs/feed-in-tariff,2026-08-09,Medium
Duke Energy Indiana,IN,MISO,export_credit_value,"Excess Distributed Generation (EDG) Tariff per state default (125% of prior-calendar-year average marginal/wholesale price). Rate reported at $0.042917/kWh (4.2917 cents/kWh) effective March 1, 2024; updated annually per IC 8-1-40-17 compliance filing.",,,,,4.2917 cents/kWh (effective 3/1/2024; updated annually - current 2026 rate not independently confirmed),,,,,,,,,https://www.in.gov/oucc/electric/key-cases-by-utility/duke-energy-rates/duke-energy-distributed-generation-tariff/,2026-08-09,Medium
Indiana Michigan Power (AEP),IN,PJM,export_credit_value,"Excess Distributed Generation (EDG) Tariff per state default; IURC Cause No. 45506, enrollment began 7/1/2022. Rate reported at approximately $0.090476/kWh (9.0476 cents/kWh) in a recent compliance filing - notably higher than other IN IOUs' EDG rates (AES Indiana ~3.94 cents/kWh, Duke Indiana ~4.29 cents/kWh), reflecting I&M's higher average wholesale power cost (PJM vs MISO pricing zone). Rate updated annually per IC 8-1-40-17.",,,,,9.0476 cents/kWh (per compliance filing referenced; effective date and current 2026 figure not independently confirmed - see gaps file),,,,,,,,,https://www.in.gov/oucc/featured-topics/indiana-michigan-power-i-and-m-rates/i-and-m-distributed-generation-tariff/,2026-08-09,Medium
CenterPoint Energy Indiana South (formerly Vectren),IN,MISO,export_credit_value,"Excess Distributed Generation (EDG) Tariff per state default (125% of prior-calendar-year average marginal/wholesale price per IC 8-1-40-17). Specific current numeric rate not independently confirmed in this research pass - see gaps file. Note: CenterPoint's EDG tariff was the subject of an IURC approval later challenged/reviewed on appeal by solar/consumer advocates (Vote Solar, Citizens Action Coalition et al.) contesting methodology - outcome and current rate impact not independently confirmed.",,,,,,,,,,,,,CenterPoint EDG tariff was the specific subject of the IURC methodology challenge referenced in general SEA 309 secondary sources; final current rate and any court-ordered rate adjustment not confirmed - flagged in gaps file.,https://votesolar.org/advocates-celebrate-indiana-decision/,2026-08-09,Low
Ohio Power Company (AEP Ohio),OH,PJM,export_credit_value,Net metering per state default (OAC 4901:1-10-28); excess credited at the energy-only Generation Energy Rider component. Rate reported at approximately $0.11/kWh (11 cents/kWh) as of 2025; current 2026 figure not independently confirmed - see gaps file. Credit rolls over monthly.,,,,,~11 cents/kWh (2025 figure via Generation Energy Rider; 2026 SSO rate not independently confirmed),,,,,,,,,https://www.ohmsnap.com/net-metering/ohio,2026-08-09,Low
Duke Energy Ohio,OH,PJM,export_credit_value,"Net metering per state default (OAC 4901:1-10-28); excess credited at the energy-only Price to Compare / SSO generation component. Residential Price to Compare (generation-only) reported at 10.7016 cents/kWh effective June 1, 2026 (up from 10.0819 cents/kWh prior period) - illustrates that this state's export credit is explicitly tied to a published, regularly-updated SSO auction rate rather than a fixed tariff value.",,,,,"10.7016 cents/kWh (residential Price to Compare, generation-only, effective 6/1/2026)",,,,,,,,,https://www.duke-energy.com/home/products/ohio-customer-choice/electric/price-to-compare?jur=OH01,2026-08-09,Medium
Ohio Edison Company,OH,PJM,export_credit_value;nem_cap_res_kw,"Net metering per state default (OAC 4901:1-10-28), administered under FirstEnergy's unified Schedule NEM tariff. Residential Rider GEN (generation supply, the credit basis for net metering) reported at 10.83 cents/kWh effective June 1, 2026; General Service Secondary Rider GEN at 9.3786 cents/kWh. FirstEnergy Ohio's avoided-cost/rider rate has ranged 3.8-5.3 cents/kWh over other recent periods per secondary sources - some ambiguity between 'Rider GEN' (SSO generation charge) and a separately-referenced lower 'avoided cost' figure; residential net metering cap reported at 10 kW AC for Ohio Edison (narrower than the 25kW state Level-1 default), which would push many residential systems into Level 2 review.",10,,,,"10.83 cents/kWh (Rider GEN, residential, eff. 6/1/2026); secondary sources also cite a distinct 3.8-5.3 cents/kWh avoided-cost range - reconcile before use",,,,,,,,Cap discrepancy (10kW residential cap vs 25kW state Level-1 threshold) flagged for verification - see gaps file,https://www.energychoicematters.com/stories/20260429aa.html,2026-08-09,Low
The Cleveland Electric Illuminating Company,OH,PJM,export_credit_value;nem_cap_res_kw,"Net metering per state default (OAC 4901:1-10-28), administered under FirstEnergy's unified Schedule NEM tariff. Main supply-rate/Rider GEN component rose to 11.11 cents/kWh (from 9.88 cents/kWh) effective June 1, 2026; General Service Secondary Rider GEN at 9.4503 cents/kWh. Residential net metering cap reported at 10 kW AC (narrower than the 25kW state Level-1 default).",10,,,,"11.11 cents/kWh (residential Rider GEN/supply rate, eff. 6/1/2026)",,,,,,,,Cap discrepancy (10kW residential cap vs 25kW state Level-1 threshold) flagged for verification - see gaps file,https://www.energychoicematters.com/stories/20260429aa.html,2026-08-09,Low
Toledo Edison Company,OH,PJM,export_credit_value,"Net metering per state default (OAC 4901:1-10-28), administered under FirstEnergy's unified Schedule NEM tariff. Residential Rider GEN reported at 11.00 cents/kWh effective June 1, 2026; General Service Secondary Rider GEN at 9.4310 cents/kWh. Residential net metering cap reported at 25 kW AC, matching the state Level-1 default (unlike Ohio Edison/CEI's narrower 10kW cap).",25,,,,"11.00 cents/kWh (residential Rider GEN, eff. 6/1/2026)",,,,,,,,,https://www.energychoicematters.com/stories/20260429aa.html,2026-08-09,Low
AES Ohio (Dayton Power and Light Company),OH,PJM,export_credit_value,"Net metering per state default (OAC 4901:1-10-28); excess credited at the energy-only SSO 'Price to Compare' component. Typical residential Price to Compare for energy supply reported at $0.109/kWh (10.9 cents/kWh) for the period 6/1/2026-5/31/2027 (a 7.5% / $14.06 increase for a typical 1000 kWh/month residential customer, per PUCO-approved blended rate). Eligible fuels for net metering: solar, wind, biomass, landfill gas, hydropower, microturbine, or fuel cell (matches state default fuel list).",,,,,"10.9 cents/kWh (residential SSO Price to Compare, energy-only, eff. 6/1/2026-5/31/2027)",,,,,,,,,https://www.aes-ohio.com/net-metering,2026-08-09,Medium
Louisville Gas & Electric,KY,PJM,export_credit_value,"NMS-2 (Net Metering Successor tariff) rate established by PSC Order in Case No. 2020-00174 (5/14/2021 order applying methodology; LG&E-specific rate order 9/24/2021), applicable to eligible facilities placed in service on or after 9/25/2021. Rate based on avoided-cost methodology (avoided energy, ancillary services, generation/transmission/distribution capacity, carbon/environmental compliance, jobs-benefit adder). Legacy net-metering customers (enrolled before the transition) grandfathered at full 1:1 retail rate for 25 years from enrollment.",,,,,"6.924 cents/kWh (NMS-2 export rate, eff. for systems in service on/after 9/25/2021 - has likely been updated since; current 2026 figure not independently confirmed)",,,,,,,,,https://psc.ky.gov/agencies/psc/press/092021/0924_r01.pdf,2026-08-09,Medium
Kentucky Utilities,KY,PJM,export_credit_value,"NMS-2 (Net Metering Successor tariff) rate established by PSC Order in Case No. 2020-00174 (5/14/2021 order applying methodology; KU-specific rate order 9/24/2021), applicable to eligible facilities placed in service on or after 9/25/2021. Same avoided-cost methodology as LG&E (affiliated companies) but a distinct, slightly higher rate. Legacy net-metering customers grandfathered at full 1:1 retail rate for 25 years from enrollment.",,,,,"7.366 cents/kWh (NMS-2 export rate, eff. for systems in service on/after 9/25/2021 - current 2026 figure not independently confirmed)",,,,,,,,,https://psc.ky.gov/agencies/psc/press/092021/0924_r01.pdf,2026-08-09,Medium
Duke Energy Kentucky,KY,PJM,export_credit_value,"Rider NM II approved by PSC in Case No. 2023-00413 (order 10/11/2024), effective 1/1/2025, replacing the prior Rider NM (Net Metering I, 'NMI') for systems not yet in service by 12/31/2024. Systems already in service by 12/31/2024 remain grandfathered on the legacy full-retail NM I rider. NM II Excess Generation Avoided Cost Credit: $0.062924/kWh residential, $0.063255/kWh non-residential.",,,,,"$0.062924/kWh residential; $0.063255/kWh non-residential (Rider NM II, eff. 1/1/2025)",,,,,,,,"Case No. 2025-00258 (later PSC docket, order dated 6/1/2026) suggests a subsequent rate adjustment/review occurred - current 2026 rate not independently confirmed beyond the 1/1/2025 NM II figures above; see gaps file","https://psc.ky.gov/pscecf/2023-00413/debbie.gates@duke-energy.com/06262024040549/Duke_Energy_Kenytucky,_Inc.s_Brief.pdf",2026-08-09,Medium
Kentucky Power (AEP),KY,PJM,export_credit_value,"NMS-2 net metering successor tariff established by PSC Order in Case No. 2020-00349 (order dated 5/14/2021), applicable to residential and commercial net metering customers taking service after 5/15/2021. Specific cents/kWh rate not independently confirmed from a primary source in this research pass - see gaps file.",,,,,Not confirmed - see gaps file,,,,,,,,,https://psc.ky.gov/agencies/psc/press/052021/0514_r01.pdf,2026-08-09,Low
